B1,B2,B3
1,1,raTh
2,1,vRSTipAta
3,1,svaropaghAtin
4,1,asthisaMyoga
5,1,zrIdarpaNa
6,2,jAlapura
7,2,ajaka
8,2,paTha
9,2,pAMsurASTra
10,2,rasollAsin
11,2,vidrai
12,2,abhinisyand
13,2,jalasthA
14,2,aparavallabha
15,2,cittaja
16,2,nRtyasthAna
17,2,nyUnapadatA
18,2,sAraparNI
19,2,razanAguNa
20,2,jalapRSThajA
21,2,kRtsnAkarA
22,3,sUtikAbhavana
23,3,vAtarAyaNa
24,3,hastacaraNa
25,3,mUlavitta
26,3,azmakuTTaka
27,3,calAtman
28,3,bhaulI
29,3,vaimAtraka
30,3,kAnana
31,3,apasRpti
32,3,nAgilA
33,3,parvatAkAra
34,3,caNDAlI
35,3,vizokA
36,3,bahUpamA
37,3,Ajyabhuj
38,3,avIraghna
39,3,nirudvega
40,4,daNDakAka
41,4,jalabRMhaNa
42,4,layagata
43,4,sArthavAhavacas
44,4,rathaMtarasAman
45,4,vyavasthAsArasaMcaya
46,4,bhaGganaya
47,4,dhArA
48,4,vikretR
49,4,vAyasAhvA
50,4,candrazAlA
51,4,nyud
52,5,aSTASaSTi
53,5,mArkava
54,5,kumudapattrAbha
55,5,rAmAbhiSeka
56,5,svAyava
57,5,pazcAttiryakpramANa
58,5,kravyAdas
59,5,vyaparuh
60,5,bhadrabAhusaMhitA
61,5,sisRkSu
62,5,suSTu
63,5,samudranavanIta
64,5,madhubhuj
65,5,sukanda
66,5,viSAri
67,5,anekAzraya
68,5,zreyastva
69,5,niravayaj
70,5,adrisaMhata
71,5,zivatattvaratnAkara
72,5,nAmanau
73,5,dvijanayana
74,5,pracchadavAsas
75,5,ghanavAc
76,6,parisrunmat
77,6,anuvartitA
78,6,murch
79,6,pazcimadvAra
80,6,Avartana
81,6,huNa
82,6,rAmasetupradIpa
83,6,avamantR
84,6,supattraka
85,6,drAghmA
86,6,prANapradAyin
87,6,davIyas
88,6,satyahavya
89,6,vikramadeva
90,6,amRSAbhASitva
91,6,ayAcitAhRta
92,6,setuzaila
93,6,grAmarajaka
94,6,zyenagAmin
95,6,vidyAdhra
96,6,prapannamAlikA
97,6,ArkSAkAyaNa
98,6,mUlaharatva
99,6,vidyAphala
100,7,grAmatA
101,7,dvikhArIka
102,7,pratyanumAna
103,7,raktayaSTikA
104,7,abhinnagati
105,7,svayaMhomin
106,7,sunidra
107,7,zeSabhUSaNa
108,7,prathana
109,7,madviyoga
110,7,peli
111,7,Il
112,7,AhavanIyatas
113,7,kakSApuTa
114,7,himasaMkhAta
115,7,SaTT
116,7,aula
117,8,balipratigrAhaka
118,8,vinayavibhaGga
119,8,citraka
120,8,parilagna
121,8,kApileya
122,8,pratyAyA
123,8,suzilpa
124,8,saMgatyanumitivAda
125,8,premAmRta
126,8,kATa
127,8,vipratyanIyaka
128,9,zuklopala
129,9,utsada
130,9,sUryavratamahiman
131,9,andhakAsuhRd
132,9,khazvAsa
133,9,anuvihan
134,9,kANDapaTa
135,9,mahAbhogin
136,9,sIyaka
137,9,agandhasevin
138,9,varuNamitra
139,9,parikrand
140,9,prAn
141,9,cintAvaza
142,9,bhaviSyajJAna
143,9,AruNaketuka
144,9,baTTalohaka
145,10,upalakSya
146,10,hRdayodveSTana
147,10,prAkAramardi
148,10,jhaSazreSTha
149,10,harinandana
150,10,yajamAnabhAga
151,10,kRmizukti
152,10,SaNNivartanI
153,10,pRkSayAma
154,10,nalita
155,10,samAyam
156,10,anulomana
157,10,kandalAnta
158,10,kSoma
159,10,nIlaphalA
160,10,hArA
161,10,parivizrAnta
162,10,nIlamehin
163,10,prAgvAta
164,10,senAnigrAmaNI
165,10,caturdazama
166,10,au
167,10,vIraNin
168,10,yadbhUyaskArin
169,10,SaNmuhUrtI
170,10,mUlagranthi
171,10,abhra
172,10,aGkoTa
173,10,paJcapAdikAzAstradarpaNa
174,10,yaSTImadhu
175,10,vratayitavya
176,10,saMvarNita
177,11,zakaTavyUha
178,11,samAMzena
179,11,abhyasUyaka
180,11,paJcabhadra
181,11,haritacArika
182,11,vikalaGkatA
183,11,indratvota
184,11,prAptakarman
185,11,aSTApaJcAzat
186,11,vandAka
187,11,tilapiccaTa
188,11,golhATa
189,11,dhAturUpAdarza
190,11,brAhmaNAbhASaNa
191,11,vaiyagrya
192,11,tittiritva
193,11,samavArj
194,11,svargopaga
195,11,vAtsyAyanabhASya
196,11,viprekS
197,11,indramaghazrI
198,11,sopAnah
199,11,AghAtakAla
200,11,gRhagodhikA
201,11,Ajasrika
202,11,khaDIna
203,11,avaskandita
204,11,aikAgrya
205,11,sahasradA
206,11,nyAyasArAvalI
207,11,kelAsa
208,11,rekhA
209,11,zazibhAs
210,11,zvApadarAjan
211,11,harivarSa
212,11,trasta
213,11,anaizvarya
214,11,dantalIna
215,11,suvema
216,11,viSayaspRhA
217,11,utkAza
218,11,vanaikadeza
219,11,laghvakSara
220,11,pauNDarIkaklRptiprayoga
221,11,sUtasaMhitAsaMgraha
222,12,smaramuS
223,12,siMhagupta
224,12,kaJcaTa
225,12,vAlapriyatva
226,12,sambhinna
227,12,viyAsa
228,12,mAtRbhakti
229,12,saptamaka
230,12,dhvanidhvaMsa
231,12,vanyadamana
232,12,samayapada
233,12,sakalapramANasaMgraha
234,12,nirlavaNa
235,13,candrataram
236,13,gehevyADa
237,13,vAjapeyakratorudgAtRprayoga
238,13,badarikAmAhAtmyasaMgraha
239,13,gurupatnI
240,13,paraHzatarggAtha
241,13,deSTrI
242,13,alinI
243,13,sukhocita
244,13,vanakhaNDa
245,13,vasuvinda
246,13,vairaki
247,13,vapuS
248,13,rAvaNArjunIya
249,13,apamArga
250,13,bhUdharaja
251,13,mANDakarNi
252,13,pravarA
253,13,dRh
254,13,dasmatkR
255,13,anukrozin
256,13,rAmaka
257,13,ekatrika
258,13,parityaktam
259,13,dudhrukSu
260,13,mukhamaNDana
261,13,ziSyazikSAvAda
262,13,akSikUTa
263,13,surAgrya
264,14,tRNapUlaka
265,14,vinazana
266,14,viMzatidvija
267,14,prazastakalaza
268,14,rogabhaya
269,14,bisapuSpa
270,14,parIhAsakSama
271,14,pUtizapharI
272,14,zUlIka
273,14,AkRR
274,14,rAjeSTA
275,14,svarabrahman
276,14,paNDitasUri
277,14,pUrvavihita
278,14,lakSaNin
279,14,upAr
280,14,sammuS
281,14,ratnadruma
282,14,upabAhu
283,14,kAmahaituka
284,14,Ahva
285,14,kauberatIrtha
286,14,janmapattra
287,14,hasavajra
288,14,viSNutithi
289,14,Apaneya
290,14,indrAyudha
291,14,pUSAsuhRd
292,14,hreSuka
293,14,triMzadara
294,14,zuddhAntayuj
295,14,vizvataz
296,14,luNThana
297,14,karmAnuSThAna
298,14,DitthatA
299,14,coTI
300,14,rasavikraya
301,14,kuThika
302,14,ahahAre
303,14,rudrabhASya
304,14,nirvizeSam
305,14,kumbhodbhava
306,15,pUrvAparAyata
307,15,tUNIra
308,15,samudramekhalA
309,15,tilagaJji
310,15,paGkAra
311,15,sahasrAyuSTva
312,15,kAlamAhAtmya
313,15,gandhamaya
314,15,tApayiSNu
315,15,mahAhasta
316,15,svAyambhuvI
317,15,zuklamathurAnAtha
318,15,kAlarAtrI
319,15,abhisamR
320,15,zASkula
321,15,tuNDadeva
322,15,lIlAkara
323,15,vaida
324,15,mohanacanda
325,15,etatsama
326,15,rAjanIti
327,15,prativI
328,15,tritva
329,15,vRddhasenA
330,15,mahAmaNDUka
331,15,zIlabhaTTArikA
332,15,asRk
333,15,jagaccandra
334,15,capeTApAtana
335,15,uttamazlokatIrtha
336,15,atikrAnta
337,16,niSpeSaNa
338,16,dalanI
339,16,hAdi
340,16,pradhvasta
341,16,bhUtahantrI
342,16,vaidyatriMzaTTIkA
343,16,zArIrakabhASyavyAkhyA
344,16,svagatam
345,16,vazAyAta
346,16,kalabhASin
347,16,Adeya
348,16,priyasamucita
349,16,rAjaparivarta
350,16,sauzalya
351,16,phakkikAvyAkhyAna
352,16,nRga
353,16,vrajendra
354,16,tailAguru
355,16,vyAdhibhaya
356,16,dvisrakti
357,16,devAGkIpUjA
358,16,vikarman
359,16,pratapat
360,16,UbhAva
361,16,karas
362,16,pratiruddha
363,16,aGguSThya
364,16,saMrohin
365,16,phaNAtapatra
366,16,adhIyat
367,16,viNmUtra
368,16,bhojanAcchAdana
369,16,pluS
370,16,suravaranagara
371,16,kuNDi
372,16,mAlAlI
373,16,abhikAGkSita
374,16,vAhinIniveza
375,16,doSAsya
376,16,samAhAra
377,16,avitatham
378,16,durvarNa
379,16,svapnavidhi
380,17,raktAdhimantha
381,17,kumAridA
382,17,cikIrSita
383,17,alayas
384,17,dAzagrAmika
385,17,lalitAGga
386,17,traivArSika
387,17,zyAmAnityapUjApaddhati
388,17,krandanadhvani
389,17,jIvadayAprakaraNa
390,17,mandaradevI
391,17,zAkteya
392,17,bhaTadIpikA
393,17,dazAha
394,17,vimoktavya
395,17,nyAyyadaNDa
396,17,sahavasu
397,17,pUrNikA
398,17,manujAdhipati
399,17,lohadrAvin
400,17,bAlagrahopazamana
401,17,vizabdana
402,17,SaDazrA
403,17,sazAdvala
404,17,abhivandya
405,17,vAnIraja
406,17,adhvarIya
407,17,parizaktave
408,18,rUpendriya
409,18,ramaNIyacaraNa
410,18,atitrasnu
411,18,niSpattrAkRti
412,18,kathAvirakta
413,18,bhAsoka
414,18,zvetAnukAza
415,18,mahAsaMkalpa
416,18,zakunasAroddhAra
417,18,saMkhyAmaGgalagranthi
418,18,apatarpaNa
419,18,yonika
420,18,chandaHprakAza
421,18,niSpradeza
422,18,tyajapa
423,18,lokavikruSTa
424,18,tUlapaTikA
425,18,tRpa
426,18,apadhvAnta
427,18,lamba
428,18,sarvAstitvavAdin
429,18,taddaivatya
430,18,pradezakArin
431,18,azrunetra
432,18,golapuJja
433,18,yAvayat
434,19,abhisphurita
435,19,sakRtphalA
436,19,tathAzIla
437,19,phalaya
438,19,turagavAhyAlI
439,19,kArNATabhASA
440,19,nirupasthAyaka
441,19,suravara
442,19,nirvizeSavat
443,19,aupazivi
444,19,prasAdin
445,19,dantAlaya
446,19,anutApin
447,19,dharmacaraNa
448,19,sUryAdigrahaprItyarthadAna
449,19,vilAsabhavana
450,19,puSkarasad
451,19,mahAsaMkalpa
452,19,tRNacchedin
453,19,dadana
454,19,zilpavat
455,19,bhuvanamAtR
456,19,sarvatomArgam
457,19,parabhAva
458,19,trasa
459,19,sampratipUjita
460,20,ghaNTAli
461,20,aiDUka
462,20,vedAntatattvamuktAvalI
463,20,muda
464,20,habuSA
465,20,pANDuputra
466,20,AdazAham
467,20,vraNa
468,20,asurI
469,20,kauleyakuTumbinI
470,20,gra
471,20,ambaracara
472,20,gandhamAlyaloka
473,20,mavy
474,20,svarUpabhAva
475,20,niHsaMcAra
476,20,mAdhyAhnikasaMdhyAprayoga
477,20,karakarNa
478,20,anumeya
479,20,purANasamuccaya
480,20,vaibhavika
481,20,uduSTamukha
482,20,seTa
483,20,piJjalI
484,20,hotRvUrya
485,20,devamaya
486,20,sapraNayam
487,20,vipralabdham
488,20,svArAjyasiddhi
489,20,zubhamaya
490,20,kUddAla
491,20,saMsthA
492,21,pAribhASika
493,21,asRj
494,21,vArijAta
495,21,vIta
496,21,vIrammanya
497,21,vapuSTamA
498,21,kriyAvAdin
499,21,aprakAzita
500,21,karihasta
501,21,takvan
502,21,adhvaryupatha
503,21,pratisaMhita
504,21,virodhavAda
505,21,pratyadhI
506,21,pIyUSa
507,21,khagama
508,21,dheya
509,21,upacitarasa
510,21,kliSTam
511,21,nabhAga
512,21,bahudhAnya
513,21,atilaGghana
514,21,zatapora
515,21,vayorUpasamanvita
516,21,khasRma
517,21,zRGgArasudhAkara
518,21,priyabhASaNa
519,21,kolA
520,21,samAsamaJjarI
521,22,siddhasopAna
522,22,kramayogena
523,22,praprotha
524,22,nIlapiSTauNDI
