B1,B2,B3
1,1,gRhamedhinI
2,1,vyavahArin
3,1,uSNISavijayA
4,1,vaibhAtika
5,1,ekacittIbhU
6,1,tigmadhAra
7,1,nRsiMhavana
8,1,prastara
9,1,drAhyAyaNaka
10,1,AlAla
11,1,bhUrirAma
12,2,tvakchada
13,3,somapa
14,3,anivedita
15,3,gomukha
16,3,bhojanakutUhala
17,3,kSaimavRddhi
18,3,anuparivRt
19,3,pratimanvantare
20,3,praharSavat
21,3,hastacaraNa
22,4,AbhAs
23,4,sarvavAram
24,4,mandAtman
25,4,kava
26,4,andhakUpa
27,4,asthimAlA
28,4,azvatarAzva
29,4,kSatrazrI
30,4,rohI
31,4,dvidhAkAram
32,5,gaumata
33,5,abhisaMsthA
34,5,traidha
35,5,vanakaNA
36,5,dvAtriMzatpattra
37,5,nAmana
38,5,jirvi
39,5,Atmazakti
40,5,aparArkacandrikA
41,6,aSTapuSpikA
42,6,RSicAndrAyaNa
43,6,sulakSaNa
44,7,AvaTya
45,8,sphuTazabdam
46,8,zatAgniSToma
47,8,suvarNAhvA
48,8,pizAcakSayaNa
49,8,devIpaJcaratna
50,8,yajJatrAtR
51,8,AzramaviDambaka
52,8,phalAdhyakSa
53,8,pitRtarpaNa
54,8,zvetamahoTikA
55,9,vinayokti
56,9,kuGkumAkRti
57,9,harimaNDalAkSa
58,9,bhavamaya
59,10,mAhArajana
60,10,madhunandi
61,10,vighnakArin
62,10,zazaketu
63,11,samprahA
64,11,pazcAc
65,11,tribhava
66,12,mahAsahasranAman
67,12,parilambya
68,12,pUrvabhUta
69,12,tArkSa
70,12,surAdhvaja
71,12,kalpapAdapa
72,13,svatastva
73,13,druhI
74,13,sirAmokSa
75,13,utphulla
76,14,pratyAs
77,14,zaGkhacUDa
78,14,kailAsapaNDita
79,14,harirasakavi
80,14,paramArthapradIpikA
81,14,vajratuNDa
82,14,pRthaktvatas
83,14,abhilap
84,15,tiladhenu
85,16,vaTTaka
86,17,samAsapaTala
87,17,luTTaka
88,18,zvetazIrSa
89,18,nAtipracurapadyavat
90,18,sAkac
91,18,pAtrItas
92,18,sampravRtta
93,19,tantraNa
94,19,vaitasena
95,19,tiktAmRtA
96,19,saMsAramuktikAraNavAda
97,20,samAMzika
98,20,puMkSIra
99,21,soDha
100,21,stuta
101,22,panna
102,22,bhaviSNu
103,22,mudgalapurANa
104,22,chamacchamita
105,22,nirAsvAdyatama
106,22,dharmAGgA
107,22,udgRhya
108,23,vimuktasena
109,24,prAyogi
110,24,baDAha
111,24,duHkhopaghAta
112,24,vAjasravas
113,24,sanandaka
114,24,bhojapitR
115,24,talasampAta
116,25,zAntasena
117,25,saMnaddhakavaca
