B1,B2,B3
1,1,apavRtta
2,1,jhaNajjhaNita
3,1,susaMrabdha
4,1,mASya
5,2,vizAkhadeva
6,2,upabhakSita
7,3,pattrikApraveza
8,3,rajoguNamaya
9,3,vatsatantI
10,3,dharmapravaktR
11,3,kRkaNeyu
12,3,viSvaglopa
13,4,kramajyakA
14,4,vastravezman
15,4,vAyuSa
16,4,saMhantrI
17,4,pikabhakSA
18,4,apanuda
19,5,suraguru
20,5,hrAduni
21,5,mAruvAra
22,5,sAraseya
23,6,udAyam
24,7,kSudhuna
25,7,pariplava
26,7,devacchandasa
27,8,vAkyasArathi
28,8,prAvRT
29,8,jalahArI
30,9,gaudhAra
31,9,rudrayAmalatantra
32,10,irAkSIra
33,11,stanapAna
34,11,utpattikrama
35,12,dIptatva
36,12,antarbhUmi
37,12,haribhaTa
38,12,bhinnamaryAdin
39,12,madhyamasvabhAva
40,12,vAgbhaTTa
41,13,hiGguniryAsa
42,13,krayavikrayika
43,13,agnivallabha
44,14,spRhAvat
45,14,subhASitasudhAnandalaharI
46,14,tamAla
47,14,dIpadhvaja
48,14,rUDhayoga
49,15,madhuripu
50,15,jihmakArin
51,15,Aryakarman
52,15,saMvarjana
53,15,suvarNasa
54,15,bhinnakarIndrakumbhamuktAmaya
55,16,araNyadvAdazI
56,16,unmardita
57,16,anurasa
58,16,evamavastha
59,16,sudurvida
60,16,mAsamAna
61,17,puroDAzahara
62,17,anuvaMzam
63,17,nivRh
64,17,svacchandanAyaka
65,18,vipulamati
66,18,abhitRp
67,18,pratyekam
68,18,apahR
69,18,abhivAnyA
70,19,naitandhava
71,19,vivRtti
72,19,ghusRNa
73,20,vajrAzaninipAta
74,20,SaTpadikA
75,20,bhUpadI
76,21,candrajJAnatantra
77,22,vivAdasaMvAdabhU
78,22,kaTora
79,22,dya
80,22,zozucAna
81,22,kurukSetrin
82,22,anabhivAdya
83,23,saMvatsaravidha
84,23,ayman
85,24,caturoghottIrNa
86,24,savyatha
87,24,paryAgal
88,25,zuddhacaitanya
89,25,nirbandhitA
90,25,pratipakSatA
91,25,adbhutasvana
92,26,zikS
93,27,garhitam
94,28,sapota
95,28,unmAditA
96,28,maNDana
97,28,svadhyakSa
98,28,aMhana
99,28,suratapriyA
100,29,mAsajJa
101,29,pAraNakarman
102,29,mahAvakAza
103,30,balaprasU
104,30,manthanaghaTI
105,30,upasnuta
106,30,khalIkRtya
107,30,parAvara
108,30,dUrIbhU
109,31,AlaMkArika
110,31,pUrvAzin
111,31,parikSepin
112,31,gopItilaka
113,31,uparatAti
114,32,pramattazramaNa
115,32,mahArAva
116,33,ekacchattra
117,34,nigUDha
118,35,bhAvaratnasamuccaya
119,35,vivIta
120,36,kimAdhAra
121,36,UrdhvazoSam
122,36,bhaktiprArthanA
123,37,ambujastha
124,38,praguNa
125,38,satyAzis
126,38,gandhapattra
127,38,tadrAja
128,39,abhyardham
129,39,prakramabhaGga
130,40,guNavaicitrya
131,40,zvazrU
132,40,dauhitrI
133,40,kIdRgvyApAravat
134,40,Agatanardin
135,41,balbUtha
136,42,zRGgAralaharI
137,42,zrutisAgara
138,43,kusUlabila
139,43,sitakAcara
