B1,B2,B3
1,1,sahojA
2,1,yamavatsA
3,2,kAreNupAlAyana
4,2,maNDalIkAram
5,2,sadazvormi
6,2,bhRzIbhU
7,2,vedavRddha
8,2,jyeSThasAmaka
9,2,nadanadI
10,2,grahamuS
11,3,samphala
12,3,karapAli
13,3,dvidat
14,3,sarvAzin
15,3,dhvajinIpati
16,4,paGkavAri
17,4,ambuja
18,4,UrdhvasaMhanana
19,4,pANDalameghA
20,4,bRhaspaticAra
21,4,svapnakRt
22,4,bhUtAyana
23,4,SaSTija
24,4,phalatA
25,4,arAgin
26,4,guhavAhana
27,5,durAsa
28,5,lalitapada
29,5,udyatasruc
30,5,nirvApa
31,6,samUDha
32,6,sAmagaprayoga
33,6,nirvAha
34,7,kubhA
35,8,arga
36,8,asunIta
37,8,sphuliGgAya
38,8,mantraratnAvalIkoza
39,8,bhinnanau
40,8,varNamaJcikA
41,9,anavarArdhya
42,9,gItikA
43,10,dhvajanavamI
44,10,soDhala
45,10,netravasti
46,10,atisparza
47,10,itvara
48,10,yogAnugatA
49,10,bhUgolakhagolavirodhaparihAra
50,10,meSaviSaNikA
51,10,kANvazAkhin
52,10,samudragupta
53,11,somakSaya
54,11,samagrendunibhAnana
55,11,dinakartavya
56,12,varSazata
57,12,sujanatA
58,12,autkaNThyavat
59,12,vAkyArthadarpaNa
60,12,dhavalayAvanAla
61,12,acapala
62,12,paGktikA
63,12,dUreamitra
64,13,mAsikazrAddhapaddhati
65,13,saMyuga
66,13,lAsa
67,13,hastipAlaka
68,13,aikAtmya
69,13,veditva
70,14,khaNDakhaNDA
71,14,nyakkAra
72,15,majjAja
73,15,anujIvin
74,15,niSprakAza
75,15,chalaka
76,15,zataguNa
77,15,bhUtadhAtrI
78,16,paracakrasUdana
79,16,jhaGkRta
80,16,kalpakataru
81,16,tattvavat
82,16,murbhiNI
83,16,zukrarSabha
84,16,sUtakabhojana
85,16,ekAntavihArin
86,16,kalatva
87,17,maruTA
88,17,hutAzin
89,17,duHkhayoga
90,17,madhuparNi
91,17,prabhAsura
92,17,zyetIkR
93,17,Adilupta
94,17,sarvadevamUrtipratiSThAvidhi
95,18,kraya
96,18,kuTTakavyavahAra
97,18,samapidhA
98,18,jyeSThilA
99,18,caN
100,19,cintAratnAyita
101,19,mahAputrIya
102,19,bhidi
103,19,prANapradAyin
104,19,virathIkaraNa
105,19,abhilaGghin
106,19,amAnana
107,19,sonmAda
108,19,avarata
109,19,ekaloka
110,19,avabhugna
111,20,suvarNaroman
112,20,prakAmavinata
113,20,kRtrimatva
114,20,dAvadahanajvAlAkalApAya
115,20,asidaMSTraka
116,21,SaSTihAyana
117,21,rathamahotsava
118,21,guNagrAhin
119,21,vidyAkozagRha
120,21,bhUtamArI
121,21,vaidalika
122,22,brahmarAtra
123,22,senAGgapati
124,22,ratanArIca
125,22,vibudhaguru
126,22,Izasaras
127,22,AbhUta
128,22,parivadana
129,22,kvAthi
130,22,mukhataHkAram
131,23,vizvadAsA
132,23,mandacArin
133,23,viSayajJAna
134,23,dIpabhAjana
135,23,kAkacchadi
136,23,SaNDhatva
137,23,atuhinadhAman
138,23,zravaNapatha
139,23,cAmuNDA
140,23,govinda
141,24,SaDdarzanasamuccaya
142,24,buddhisampanna
143,24,dIptapuSpA
144,24,mAnyasthAna
145,24,vAsantika
146,24,sundarAnanda
147,24,uptakezazmazru
148,24,SaDAmnAya
149,24,maNiprakAza
150,24,kunakha
151,25,vRkSacchAyA
152,25,brAhmaNasAt
153,25,puruSAntaram
154,25,divolkA
155,26,strIgamanIya
156,26,jaJj
157,27,abhibhUti
158,27,astatandri
159,27,arthIya
160,27,ravisaMkrAntinirNaya
161,28,kAlapriyanAtha
162,28,hRdyAMzu
163,28,garbhakoza
164,28,kathAtrayI
165,28,bhUmitanaya
166,28,sannamaya
167,28,rUpAvatAra
168,28,AmuSyAyaNa
169,28,srotovahA
170,29,rAmAdhipati
171,29,zAlUraka
172,29,gose
173,30,sthalazuddhi
174,30,naigameSa
175,30,araMgam
176,30,pariklinna
177,30,rAdhAvilAsa
178,30,kSetrasAti
179,30,ambhaNa
180,30,suratatAlI
181,30,haritoSaNa
182,30,vallabhAcAryavaMzAvalI
183,31,suvena
184,31,vizvadhAman
185,31,pram
186,31,vivardhanIya
187,32,lakSin
188,32,gaGgAsuta
189,32,AprAsa
190,32,bhinnavarcastva
191,32,caturUdhnI
192,32,bhagnapariNAma
193,32,maithilIzaraNa
194,32,saMkaTottIrNa
195,32,sthAlIpAkaprayoga
196,32,alabdhAbhIpsita
197,32,sAkaruNDa
198,33,dyumayI
199,33,samutsRj
200,33,samantikam
201,33,lohasaMzleSaka
202,34,mAhana
203,34,zAkhAkaNTa
204,34,vArijIvaka
205,34,dhavara
206,34,sampsA
207,34,AmAtya
208,34,maunasUtra
209,35,dvipatha
210,35,asitagrIva
211,36,manyA
212,36,mahApITha
213,36,varuNila
214,37,saMzlAgh
215,37,satyanAthamAhAtmyaratnAkara
216,37,sahApavAda
217,37,upaSTambha
218,37,yajJopavItin
219,38,vartmAbhihoma
220,38,kharI
221,38,samparityaj
222,38,brahmin
223,38,zAlikedAra
224,38,upacaraka
225,38,snigdhadala
226,38,sthAlapatha
227,38,viSayAnantara
228,39,atyartham
229,39,pratigrahaNIya
230,39,arbudazikhara
231,39,paJcaparvImAhAtmya
232,39,eNIka
233,39,ahimAMzu
234,40,mantrasAdhana
235,40,bhagavannAmakaumudI
236,40,kANeri
237,40,AjJAkarI
238,41,cakramedinI
239,41,avalehaka
240,41,nikRttamUla
241,42,divI
242,42,upagrAha
243,42,yamavat
244,43,bhUmipakSa
245,43,vivAka
246,43,rAjarAjezvarImantra
247,43,kavikrama
248,43,mAtRvat
249,43,tarkuTa
250,43,sAmparAyaNaka
251,43,praruj
252,43,tuGgA
253,43,prakRtistha
254,43,siMhAsanadvAtriMzikA
255,44,prAglajja
256,45,phaNIzvara
257,45,jighra
258,45,kRSNArcis
259,45,azIrSaka
260,45,caturthi
261,45,dIpArAdhana
262,46,karNatAla
263,46,sarvakAma
264,46,vatsAhvaya
265,46,sUryapaJcAGgastotra
266,47,vacanAnuga
267,47,anyatastya
268,47,gaurazAli
269,47,pravacanIya
270,47,pArikSita
271,47,zalabhAsura
272,47,rajatAcala
273,47,UrdhvathA
274,48,anuratham
275,48,zvabhrita
276,48,urubilvAkAzyapa
277,48,vedAntadiNDima
278,48,dhUsarita
279,48,dhUmAkAra
280,48,avacUDa
281,49,ikSuyoni
282,49,zAlveya
283,49,pAThIna
284,49,vighnakara
285,50,yazaskara
286,50,bhambha
287,50,praNADyA
288,50,karNapurI
289,50,SaTkarNa
290,50,sudhAseka
291,50,pratimIv
292,50,sarika
293,50,yajJaprI
294,50,pailuvaha
295,51,yaSTImadhu
296,51,mRNAlikApelava
297,51,pApadhI
298,51,yUthamukhya
299,52,UrdhvabhAsin
300,52,pApman
301,52,arthakAraka
302,52,dArada
303,52,yuktadaNDa
304,52,avilaGghana
305,52,vikasitanayanavadanakamala
306,53,ziSTAzin
307,53,siMhapippalI
308,53,pArata
309,53,vRthAmAMsa
310,53,samprokSaNa
311,53,atathA
312,53,pakSizAlA
313,53,vAjasaneyin
314,54,suralatA
315,54,gaudheraka
316,54,sahadhyai
317,55,dhanvantariyajJa
318,55,tip
319,55,tindukI
320,55,rudrAbhiSekavidhi
321,55,saMkrand
322,55,haMsagamanA
323,55,araM
324,55,kholaka
325,56,svAdupAkA
326,56,kAliyaka
327,56,dvyagra
328,56,pArucchepI
329,56,sunakSatra
330,56,zastrAstra
331,56,buddhamArga
332,56,pAdarohaNa
333,56,kuDyacchedya
334,56,mithyAyoga
335,56,udgarj
336,57,nipatita
337,57,hil
338,57,gaveSThin
339,58,zivasaMhitA
340,58,kRtavatI
341,58,dRDhavAdaparAkrama
342,58,puJjI
343,58,pramath
344,58,abhisamplu
345,58,phalAkAGkSin
346,58,dezApekSA
347,58,prAtaravanega
348,59,pUrvajJAna
349,59,sakAmAri
350,59,mahAkhalvala
351,59,sadyogamuktAvalI
352,59,dhAtuprakaraNa
353,59,ziraHkapAlin
354,59,pUtkArI
355,60,navaraGgakula
356,60,prakarSin
357,60,nakhAri
358,60,rAjyAbhiSekavidhi
359,60,vaDabhi
360,60,niSpeya
361,60,duSTaratarItu
362,60,rAziprAyazcitta
363,60,AkrAnta
364,60,spaSTIkR
365,61,svArthasAdhaka
366,62,vAgara
367,62,Acar
368,63,AhnikacandrikA
369,63,AmaraNAntika
370,64,vRSavrata
371,64,vahantI
372,64,nigadavyAkhyAta
373,64,karNAvataMsIkR
374,64,pAtaJjalarahasya
375,65,auparAjika
376,65,mauktikAvalI
377,65,jalahAra
378,65,prApyarUpa
379,65,hiraNyA
380,65,apiNDa
381,65,viSanADI
382,65,vorasiddhi
383,65,matAkSa
384,65,pitRSvasR
385,65,nATyalakSaNa
386,66,adhikRtatva
387,66,Argayana
388,66,yajuSTA
389,66,mRtyuMjayakokila
390,66,raktArbuda
391,66,vaktRtva
392,66,jijIviSA
393,66,zAlaprAMzu
394,67,mahAhi
395,67,hastocchraya
396,67,atsaruka
397,68,kalazI
398,68,pharv
399,68,prItacitta
400,69,romahRt
401,69,tryalinda
402,69,kacela
403,69,dhvaji
404,70,vIraprabha
405,70,devasAgaragaNi
406,70,pArzvadeva
407,70,zaMkarapAdabhUSaNa
408,70,bodhaka
409,70,bhRGgAri
410,71,priyabhojana
411,71,vidhmA
412,71,puradvAra
413,71,caturviMzativikrama
414,71,uttaravasti
415,71,uraH
416,71,dharmazarman
417,72,prakUSmANDI
418,72,Urdhvasthiti
419,72,raNaiSin
420,72,svarUpAkhyastotra
421,72,zivajJa
422,72,saMdhyAtR
423,72,digbandha
424,73,viceSTitR
425,73,dviguNIbhU
426,73,tAmrAyasa
427,73,svarNadI
428,73,nirAkuladvAra
429,74,puSpadantabhid
430,74,prANAghAta
431,74,durlabhA
432,74,nArAyaNadharmasArasaMgraha
433,74,kuzimbi
434,74,brahmagarbha
435,74,strIjita
436,74,rudrabali
437,74,riGgita
438,74,uraga
439,74,saMniyata
440,75,pratipattimat
441,75,ajirazocis
442,75,mANDapa
443,75,dRDharuci
444,75,zuklakSIra
445,75,dvibAhu
446,75,maghava
447,75,kUdImaya
448,75,khaGga
449,75,prasavakarmakRt
450,76,mAMsagranthi
451,76,dhurv
452,76,hanuSkambha
453,77,maGgalAtodya
454,77,gurupattrA
455,77,tundakUpikA
456,77,paGktibIja
457,77,lo
458,78,vimokSaka
459,78,nyAyavRtta
460,78,sadAphala
461,78,abhiprasUta
462,78,praNItAkAle
463,78,apArjita
464,78,ayugakSa
465,78,uSar
466,78,akutra
467,78,ambubhRt
468,78,sAntaka
469,79,yamunAcArya
470,80,hitAvat
471,80,arkajau
472,80,samanugam
473,80,sudAruNa
474,80,prabhI
475,81,prasthAnavighna
476,81,vell
477,81,saMvatsarINa
478,82,madhupAna
479,82,vindhyAcala
480,82,dharmapriya
481,82,durNAmahan
482,82,rAmasiddhAntasaMgraha
483,82,mUrtisevana
484,83,kapolatADana
485,83,indradhvaja
486,83,saRSirAjanya
487,83,zeSavistArapANDu
488,83,viplutanetra
489,83,juhotiyajatikriyA
490,83,pratipeSam
491,83,sampravyathita
492,84,nATakadIpa
493,84,zikhAvala
494,84,pRthivIsava
495,85,sAmAnyalakSaNarahasya
496,85,nitRR
497,85,gRhacetas
498,85,vAtabahula
499,85,somaparNa
500,86,asuradruh
501,86,vivekitva
502,86,zrAddhazAka
503,86,vizvataz
504,86,alaghu
505,86,tRtIyabhikSA
506,86,ApIDa
507,86,bhAvAva
508,86,svAkhyAtatA
509,86,virATkrama
510,87,tUbara
511,87,SaDaMhri
512,87,dIrghAyutva
513,87,vibhva
514,88,jayasIla
515,88,traivarNa
516,88,abhiSTUya
517,88,sAtizaya
518,88,kRtamAla
519,88,laGghitavya
520,88,kaGkara
521,88,nirvikAsa
522,88,bhAradvAjaprayoga
523,89,zAlaGkAyanabASkala
524,89,vidUSaka
525,89,akSara
526,90,vAgvirodha
527,90,dharmadAra
528,90,dharmaprazna
529,90,raGganAthadezikAhnika
530,90,naidAghI
531,90,sarvavijJAna
532,90,yamapaTa
533,90,pralepaka
534,90,prakRtibhUman
535,91,karaNamantra
536,91,manaHsparza
537,91,zukarahasya
538,91,R
539,91,laghusattvatA
540,91,kaNTaphalA
541,91,puratas
542,92,anupabhujyamAna
543,92,zaratprAvRSika
544,92,naicAzAkha
545,92,retaHpAtin
546,92,samAMzaka
547,92,adhaHkriyA
548,93,mAnasthalaka
549,93,anukSetra
550,93,jhilli
551,93,sUtivAta
552,93,avadatta
553,94,kaniSThaprathama
554,94,aNimatas
555,94,anavastha
556,94,akSuNNa
557,94,pruSvA
558,94,zvetatA
559,94,saubhaki
560,94,bherotsa
561,94,siMhikeya
562,94,karpUrastava
563,95,pAlanIya
564,95,kiMzAru
565,96,dhRtaheti
566,96,pAdAt
567,96,samApanIya
568,96,bhramAtra
569,96,suvarNabhANDaka
570,97,avAhana
571,97,Aspand
572,97,zrutAJjanaTIkA
573,97,namana
574,97,yadbhUyas
575,97,dAzArNarAja
576,97,urvazI
577,97,avitR
578,97,madhuguJjana
579,98,srugAsAdana
580,98,vRSadhara
581,98,karmabhUya
582,98,vaizmIya
583,98,kAlavRddhi
584,98,suSiraccheda
585,98,gandhavRkSaka
586,98,strIsvarUpa
587,98,apadezya
588,98,nAkapuraMdhri
589,99,laGkezvarI
590,100,apisomopItha
591,100,mAtRzAsita
592,100,sukhaprada
593,100,sahRdayAloka
594,100,kezigRhapati
595,100,sucaJcukA
596,100,manobhirAma
597,100,rudropastha
598,100,mAkhanalAla
599,100,hiraNyazIrSan
600,101,abhujaMgavat
601,101,ruja
602,101,suzrut
603,101,abhibhUti
604,102,abhinirgam
605,102,prANasaMdeha
606,102,avacUDa
607,102,khazeTa
608,102,parvatastha
609,102,trivRtkaraNa
610,102,sundarikA
611,103,pariveSin
612,103,sAhivIci
613,103,lATajana
614,103,zItaruc
615,103,upacarita
616,104,devadyumna
617,104,upadeha
618,104,buddhagayA
619,104,vedAntaziromaNi
620,104,savivadhatva
621,105,tridazagopaka
622,105,pelin
623,105,cApaya
624,106,dUreNa
625,106,susama
626,106,apratIkSam
627,106,traivaNi
628,106,gargara
629,107,bandhamudrA
630,107,mukhyamantrin
631,108,bhaviSya
632,108,anuparAgam
633,108,raghunAyaka
634,108,zayA
635,108,zamasaukhya
636,108,AkheTaka
637,109,madhyasiddhAntakaumudI
638,109,atirAjaya
639,109,pralambatA
640,109,pauruhanmana
641,109,visadRzaphalatA
642,109,dainaMdinapralaya
643,109,preGkholana
644,110,traTatraTa
645,110,daMzana
646,111,idaMrUpa
647,111,saudharma
648,111,pAkapaNDita
649,111,avirAga
650,111,ciketas
651,112,savaidika
