B1,B2,B3
1,1,lohitAvabhAsa
2,1,dharSaNI
3,1,putrakAmeSTi
4,1,karambhA
5,2,antaHkopa
6,2,hRttApa
7,2,pathin
8,2,pAkAdisaMgraha
9,2,vimalatva
10,3,SaDahorAtra
11,3,vastUpahita
12,3,vipariNAma
13,3,senAnibhogIna
14,3,etAvat
15,3,pratispAzana
16,4,ahiputraka
17,4,prombhita
18,5,viSTabdhagAtra
19,5,bhUruNDI
20,6,vyAma
21,7,pnA
22,7,nirmUla
23,7,samAlambita
24,8,gajakUrmAzin
25,9,AyAsaka
26,9,parAsin
27,9,viSNupura
28,10,musalayaSTika
29,10,svAsana
30,10,upaciti
31,10,dAzataya
32,10,yamalArjunakabhaJjana
33,11,viSaja
34,11,takSan
35,11,chAyAtman
36,11,zulva
37,11,vartikA
38,12,sthiradeva
39,12,tmanyA
40,12,sImIka
41,12,puSpavicitrA
42,12,buddhadiz
43,13,siddhavarti
44,13,dhvajAropaNa
45,13,sArAsAraviveka
46,14,zambAkRta
47,14,vidhitrayaparitrANa
48,14,aciramRta
49,14,sukhaghAtya
50,15,cakradaMSTra
51,15,zAkandhavya
52,16,rajasvala
53,16,upamUlam
54,17,svanaya
55,18,maNDalanyAsa
56,18,jAryaka
57,18,kusumAJjali
58,18,ahRNIyamAnam
59,19,dazAnana
60,19,dvaMdvArAma
61,19,holikApUjA
62,20,saptamaThAmnAyika
63,20,madikA
64,21,samamaya
65,21,dhemAtra
66,22,gaNitra
67,22,kAmapuS
68,22,AvartanI
69,22,anuvanam
70,22,prasaraNi
71,22,trailokyaprabhava
72,23,sUkSmAkSa
73,23,avaravayas
74,23,nirmuh
75,23,kAlabhogin
76,23,prANasaMvAda
77,23,harSavihvala
78,24,saMghAta
79,24,subhagaMkaraNa
80,24,auttarapadika
81,24,DiNDimatva
82,24,suvarNarekhA
83,24,tApayitR
84,25,nAnArasa
85,25,tIkSNAMzudehaprabhava
86,25,tAvattAt
87,26,suvAladhikhura
88,26,gAganAyasa
89,26,nibhRtAcAra
90,26,samAsaGga
91,26,puNyatva
92,26,rAmazara
93,27,saMgItavezman
94,27,abhUtarajas
95,27,caturaGgA
96,27,samavadru
97,28,vedAntatattvasAra
98,28,viduSI
99,28,cArulocanA
100,28,bhrUNahatyA
101,28,sUktAvali
102,29,gR
103,29,dhvAGkSanAmnI
104,30,gurupAdAzraya
105,30,anumApaka
106,31,avayavirUpaka
107,32,sunetrA
108,32,mallaja
109,32,velAmbhas
110,32,maukali
111,32,virikta
112,33,atigandhAlu
113,33,nipAnIkR
114,33,vareja
115,33,toyajAkSI
116,33,vaktavyatA
117,33,nAmba
118,34,nirmantha
119,35,pUrNakAkud
120,35,viSNv
121,35,anukArin
122,35,bhADilAyana
123,36,kAkatindu
124,36,kSaudrakamAlavaka
125,36,kadrusuta
126,36,purANasArasaMgraha
127,36,samAluD
