B1,B2,B3
1,1,divyasUri
2,1,ghanavAta
3,1,sominI
4,1,muktAphalamaya
5,1,nAmadheya
6,2,nirNayopamA
7,2,mRtAGgAra
8,2,vidUraratna
9,3,murala
10,3,saMvIta
11,3,prAvaraNIya
12,3,pAMsupizAca
13,3,praznamArtaNDa
14,3,vyRddhi
15,4,sahasrarazmi
16,4,bhrI
17,4,saMkSiptazyAmApUjApaddhati
18,4,ApyAyinI
19,4,satpratipakSasiddhAntarahasya
20,4,zUladharA
21,5,anAzcarya
22,5,kAvRka
23,5,indrAri
24,5,mathureza
25,5,zuklAdizrAvaNakRSNASTamI
26,6,yogavid
27,7,janapadin
28,7,Rgyajus
29,7,maJcana
30,7,ukhaDa
31,7,kalyANyAdi
32,7,ratnasArajAtakejyotiSasArasaMgraha
33,8,anupaz
34,8,kAlanirNayacandrikA
35,8,tathAtA
36,9,karatalagata
37,10,sarvadharmaprakAza
38,10,svAmin
39,10,zrIprabhAva
40,10,tambIra
41,10,gavIdhukayavAgU
42,11,gaurAGgI
43,12,vedabAhu
44,12,cANUrasUdana
45,12,atibalA
46,12,etatpara
47,13,upavye
48,13,sArapattra
49,14,sarvasAranirNaya
50,14,sAMsiddhikadrava
51,14,reNukAtIrtha
52,15,pRthvIzatA
53,15,sukumAla
54,15,sAleyI
55,15,tapaHkRza
56,16,kroSTu
57,16,dazavIra
58,16,salilajanman
59,16,digvibhAga
60,16,bahulita
61,17,mahAmedhA
62,17,anIlavAjin
63,17,trimala
64,17,hanIyas
65,18,jvaranAzaka
66,18,vAlatuSa
67,18,viDbhid
68,18,kathodghAta
69,18,nirvacana
70,19,munibhAvaprakAzikA
71,19,grAhya
72,19,SaDgava
73,19,prazaThatA
74,19,bhuktimatI
75,19,kAmam
76,20,ayo
77,20,saupAtava
78,20,purupeza
79,20,vidalIkaraNa
80,20,dvAtriMzatpattra
81,20,ayaHzaya
82,21,samAsavyAsayogatas
83,21,navArNavaprakaraNa
84,21,hotRjapa
85,21,vizrabdha
86,21,ativaktR
87,21,sampravip
88,22,anupahita
89,22,riSTa
90,22,kArdamika
91,22,SThIva
92,22,vipANDava
93,22,lulitamaNDana
94,23,sujAta
95,23,vAgvyApAra
96,23,vanamRga
97,23,purastAdbhAga
98,24,vipAkazruta
99,24,Adhvasta
100,24,Adityazayana
101,24,AjIkUla
