B1,B2,B3
1,1,kalpadrumAvadAna
2,1,nirAkariSNu
3,1,vidyAdhara
4,2,cukravedhaka
5,2,zaGkhoddhAra
6,2,vApa
7,2,adhidaivam
8,2,uGkh
9,2,susvadhA
10,2,nirbhU
11,3,laghumUlaka
12,3,saMgrAmanagara
13,4,lalitalalita
14,5,zrIvardhana
15,5,amUlA
16,5,madhupAtama
17,5,sAdada
18,5,khad
19,5,vaida
20,5,medhiSTha
21,5,vAsarasaGga
22,5,vidhAnakalpa
23,6,bRhaspatisaMhitA
24,6,vedAnusmRti
25,6,anyacitta
26,6,aGkAsya
27,6,jalahArI
28,6,AtmajJa
29,6,vidhamanatA
30,6,kAnalaka
31,6,saMgat
32,7,sudevya
33,7,puMrAzi
34,7,praNayAt
35,7,anArambha
36,7,nAgoba
37,7,usra
38,7,pracUrN
39,7,cidacit
40,7,ardhasamasyA
41,7,saptapad
42,8,uttuGgatva
43,8,alAtRNa
44,8,payasyA
45,8,khaNDin
46,8,kRpa
47,8,madavAraNa
48,8,varAhakarNikA
49,8,adAnIya
50,8,mumocayiSu
51,8,parApAtin
52,8,malAri
53,9,apatha
54,9,niSAdasthapati
55,9,viSAtakI
56,9,krodhazatru
57,9,druNa
58,9,pAJcarAtrasthApana
59,10,parizIlana
60,10,piNDika
61,11,mRgahan
62,11,dvAdazasiddhAnta
63,11,rAjanItiprakAza
64,11,jaiminibhArata
65,11,ekaugha
66,11,dRSTapratyaya
67,11,mAdhavasena
68,11,kUcI
69,12,zivapAramparyapratipAdikazrutismRtyudAharaNa
70,12,bhaTTinI
71,12,khaTakaTAhaka
72,12,saMzayin
73,12,svayamprazIrNa
74,12,sthUrayUpa
75,12,Azara
76,12,zuNDhi
77,12,zvetakANDA
78,13,stimita
79,13,pattanavaNij
80,13,AvasathyAdhAna
81,13,dazazatarazmi
82,13,yogacintAmaNi
83,14,saMvAhya
84,14,sanAjU
85,14,apaspR
86,14,smarAtura
87,14,vibhAgasAra
88,14,mecaTika
89,14,gUDhArtha
90,14,abhipUrNa
91,14,udghATin
92,15,ativyasta
93,15,adhaHsaMvezin
94,15,jalADhya
95,15,samayAloka
96,15,abhitADana
97,15,bandIgraha
98,15,caSaka
99,15,dhurAvaha
100,15,vidharaNI
101,15,abhyardita
102,16,urusattva
103,16,sUryArghyadAnapaddhati
104,16,samudraparyanta
105,16,parivikrayin
106,16,vidvat
107,17,anyajAta
108,17,zama
109,17,khala
110,17,sairi
111,17,aupagava
112,17,anaupama
113,17,jAlakAra
114,17,surapatitva
115,17,apratiSThAna
116,17,bandhUkapuSparajas
117,17,patidevatA
118,18,ghArtika
119,18,sArameyI
120,18,avapAda
121,18,kalamottama
122,18,samupaguh
123,18,muhUrtaratnamAlA
124,18,antardivAkIrtya
125,19,kalyANagiri
126,20,yaNva
127,20,japA
128,21,paropakAraikarasA
129,21,jigISotsAhavat
130,21,kulapaJcAzikA
131,21,drAkpratimaNDala
132,21,pravoDhR
133,21,suSika
134,21,ovilI
135,21,samprakSip
136,21,vIryasampanna
137,21,paJcAra
138,22,jAyA
139,22,matsyAvatAra
140,22,pariklAnta
141,23,gardabhikA
142,23,bhiSaGmAtR
143,24,auddhatya
144,24,vAcArambhaNa
145,24,rudrapaNDita
146,24,kiMsAdhana
147,24,saMghRS
148,24,avazeSya
149,24,dvyahInatva
150,25,abhizaMsaka
151,25,bhUtezvara
152,25,tadardhika
153,26,yuyutsu
154,26,jAnakIya
155,27,yAtudhAna
156,27,Ar
157,27,vIradhanvan
158,27,azvapati
159,27,nAticire
160,27,kapiromalatA
161,28,yathAstomam
162,28,lomazazikSA
163,28,lepin
164,28,sthAnabhraMza
165,28,sAmarthyahIna
166,29,ziraHkriyA
167,29,jAnanti
168,29,zaGkupuccha
169,29,bailvamaya
170,29,ityetannAmaka
171,29,svayaMdatta
172,29,jatvazmaka
173,29,vraNAri
174,29,viviktavarNa
175,29,ardhAntaraikapadatA
176,29,virudh
177,30,varAhadatta
178,30,candrakAnta
179,30,krimi
180,31,apikarNa
181,31,narajaGgala
182,31,varvara
183,31,mahAbherIhAraka
184,31,harmyapRSTha
185,31,kAmAkhyA
186,31,chambaTkara
187,31,mRgalocana
188,31,gokirATikA
189,32,prorNunaviSu
190,32,prapuS
191,32,AzvalAyana
192,32,AzIviSaparvata
193,32,vRSabhaSoDaza
194,32,bhAruSa
195,32,bahiraGga
196,32,pratyAkhyAta
197,32,anantabhaTTa
198,33,somArdhAya
199,33,ahividviS
200,33,sAnandUramAhAtmya
201,33,jIvatpitR
202,33,paJcatAra
203,34,raivataka
204,34,AsurIkalpa
205,34,vanasampraveza
206,34,candrakalA
207,34,sambhUyayAna
208,34,prAcInapravaNa
209,34,keyUradharA
210,35,pakvakRt
211,35,ArAtrika
212,35,kAdAcitkatA
213,35,sakaladoSamaya
214,35,sudhUmya
215,35,riSaNyu
216,35,agrasAnu
217,36,anukIrt
218,36,samudrasalilezaya
219,36,vizvatohasta
220,36,pravAtejA
221,36,kuzaprasU
222,36,ekottarikA
223,36,lekhana
224,37,upAttazastra
225,37,praNamana
226,37,nahasra
227,37,rAjanyA
228,37,nyakkRti
229,38,viparipat
230,39,chAgIkSIranAza
231,39,khall
232,39,pitRrUpa
233,39,nivApin
234,39,sahadhyai
235,39,anUtsRj
236,39,ativizrambh
237,39,pUtivaya
238,39,saMtIrNa
239,39,samAkhyAna
240,40,sarvajvara
241,40,uparuh
242,40,dIptatejas
243,40,vAJchAkalpa
244,40,vairAgyapradIpa
245,40,sAmarSatA
246,40,bahukaNTA
247,40,alika
248,40,nyAyasArapadapaJjikA
249,40,zaMkarajIka
250,40,vrajita
251,41,caitra
252,41,kilikila
253,41,dRSadya
254,41,brahmavidyAmahodadhi
255,41,juhoticodana
256,41,rathayAtrAmahotsava
257,41,avaSTabhya
258,41,vAtahuDA
259,41,aparAktva
260,41,doSaguNitva
261,41,kadvat
262,42,candanAdri
263,42,SoDazitva
264,42,prajJAmaya
265,42,pratiprAzita
266,42,goDimba
267,43,dvArarakSin
268,43,rAtrivAsas
269,43,pRSThamadhya
270,43,jayadhvani
271,43,kRSijIvin
272,43,azvapad
273,44,gandharvataila
274,44,paropakAritva
275,44,sahayaugaMdharAyaNa
276,44,nighAti
277,45,sauviSTakRt
278,45,vyasanitA
279,46,traivaNi
280,46,pAzava
281,46,abhighrA
282,46,suvizodhaka
283,46,abhyavatan
284,46,saMkSeptR
285,46,hariNAGka
286,47,vyAkhyAyukti
287,47,vyAnadRh
288,48,mahodara
289,48,caniSTha
290,48,marIcika
291,48,agnidagdha
292,48,indragupta
293,48,kathIkRta
294,48,nyAsatUlikA
295,48,bhaktitaraMgiNI
296,49,zrIraGgarAjastotra
297,49,trayaHzatazatArdha
298,49,harilAla
299,49,kaulIrA
300,49,vasitRtama
301,49,kANDavisarga
302,49,vetrahan
303,49,sabhApati
304,50,AyatArdha
305,50,drauhyava
306,50,sampratIkSa
307,50,parizapta
308,50,sampranRtta
309,50,tattvajJAna
310,50,prArthanApaJcaka
311,51,cittarAga
312,51,zivASTapadI
313,51,jugupsanIya
314,51,jhAmara
315,51,Rjipya
316,51,mANDUkAyanI
317,51,sahasrasaMkhyAka
318,51,siddhAntagarbha
319,51,yatukA
320,52,pherala
321,52,mainAkaprabhava
322,52,maNikUTa
323,52,pItAmbara
324,52,pratiji
325,52,dazArhaka
326,52,sumUla
327,53,vinatodara
328,53,bAlakrIDAkAvya
329,53,Adarzita
330,53,mahApAra
331,53,aprAptavibhASA
332,53,bhelaka
333,53,urI
334,53,gatasannaka
335,53,somapurogava
336,54,ArAla
337,54,abhyAsatA
338,54,udazrayaNa
339,54,ananyacetas
340,54,bhRzavedanA
341,54,kSArita
342,54,rathakrIta
343,55,balA
344,55,cirikA
345,55,paunarvasava
346,55,dvyekAntara
347,55,sItAdivyacaritra
348,55,azvavikrayin
349,55,sAJjali
350,56,dhanvantaridarpabhaGga
351,56,saMgatArtha
352,56,vedasaMhitA
353,56,rathagranthi
354,56,mAyya
355,56,jyogAmayAvin
356,56,zAntapura
357,56,sira
358,56,samabhipluta
359,56,pathikRt
360,57,azuzrUSA
361,57,mahAzalka
362,57,yAvatsvam
363,58,vRndAvanAkhyAna
364,58,niboddhavya
365,58,saMdas
366,58,daivajJamukhamaNDana
367,59,sunitambinI
368,59,jagaccandrikA
369,59,Urdhvasadman
370,59,lohitapAMsu
371,60,rUpyaka
372,60,kayAzubhIya
373,60,aTTahAsin
374,61,kolAhala
375,61,prathuka
376,62,pAzAya
377,62,heT
