B1,B2,B3
1,1,sArameyI
2,2,jAtivicAra
3,2,goSThIna
4,2,goda
5,2,zuklavAsas
6,2,paddhatiprakAzikA
7,3,pratiSThAsu
8,4,saMvartanIya
9,4,eraNDaphalA
10,4,vRtradviS
11,4,mAdhyamaka
12,4,varUthyadeze
13,4,anuvap
14,4,svarNIta
15,4,mokSapurI
16,4,ArU
17,5,dvirada
18,5,samIrasAra
19,5,kumArIputra
20,5,sUryaSaTpadI
21,5,navyadharmitAvacchedakavAdArtha
22,5,indrAvaruNa
23,5,apamamaNDala
24,5,cheppa
25,5,dauSTya
26,6,varSAvasAya
27,6,saMkSepabhArata
28,6,dolAyAtrAviveka
29,6,paradroha
30,6,zuddhAbhijanakarman
31,6,varSAvasAya
32,7,paJcabaddha
33,7,saMjJeya
34,7,arcanAnas
35,7,bhleS
36,7,nizcut
37,7,arthavarman
38,7,laghugItA
39,7,kRcchraprANa
40,7,gavIdhukA
41,8,grathita
42,8,caJcUDa
43,8,kiraNamaya
44,8,AyAsita
45,8,zaTA
46,8,TaGkaTIka
47,8,tanUruha
48,9,gokSuraka
49,9,sthAlaka
50,9,jIra
51,9,pASANasetubandha
52,9,madiSTha
53,9,IzvarakRSNa
54,10,parvaprabodha
55,10,kRp
56,10,uddhRtasneha
57,10,cittanAtha
58,10,AdRtya
59,10,dRktulyatA
60,11,zAstrakAra
61,11,kAladharman
62,11,nAbhitva
63,11,vidyutpatAka
64,11,nAmamAhAtmya
65,11,sukozaka
66,11,svAmipAla
67,11,kAliyAri
68,11,ihamanas
69,11,vinayavatI
70,12,akSadhUrtila
71,13,kaNThI
72,13,kailAtaka
73,13,talpazIvan
74,13,hRNiyA
75,13,zAkhAmRgagaNAyuta
76,13,sitamaNi
77,13,vAtsyakhaNDa
78,13,kaGkavadana
79,13,puruSadantikA
80,13,mahAbhijJAjJAnAbhibhU
81,13,bhavana
82,14,SADrasika
83,14,satkarmacintAmaNi
84,14,dvaMda
85,14,abhyutthAyin
86,14,mukhadhautA
87,14,bhUtikIrtana
88,15,skandhemukha
89,15,AgUHkaraNa
90,15,patAkA
91,15,udagapavargam
92,15,aGgamejayatva
93,16,abhIruka
94,16,asipattravana
95,16,tantravArttika
96,16,sAmAnyaniruktipattra
97,16,vanakASThikA
98,16,cAmuNDAmantra
99,16,saMvimRz
100,16,nimuSTi
101,16,svapnAya
102,16,sAyamprAtar
103,17,aparAdha
104,18,nIlamakSA
105,18,pAraya
106,18,zIrSa
107,18,vizvazambhumuni
108,18,dhenumat
109,19,caturasra
110,19,jJAnavilAsakAvya
111,19,upamantr
112,20,jvAra
113,20,rAtrilagnanirUpaNa
114,20,ApatkAla
115,20,sAbhimAnam
116,20,paJcamaNDalanamaskAra
117,20,parikhyA
118,20,vidhuMtuda
119,20,saptazlokIvivaraNa
120,20,nirNI
121,20,dhRtiparItAtman
122,21,navatantu
123,21,vijihma
124,21,sUtranaDa
125,21,anokazAyin
126,22,nutta
127,23,bRhadrAjamArtaNDa
128,23,zATyAyanabrAhmaNa
129,23,cIritapattrikA
130,23,bhISugati
131,23,saMkakSa
132,23,niSkRta
133,24,svayamAtRNNA
134,24,Azupatvan
135,24,kaphasaMbhava
136,24,kusumAdhipa
137,24,daigambara
138,24,saMveST
139,24,naizitya
140,24,jaDIbhAva
141,25,Avantya
142,25,sRgAlavadana
143,25,haiDimba
144,25,saMdadasvas
145,26,viliptI
146,26,liGgakAraNavAda
147,26,yu
148,26,kapikoli
149,26,vezadhara
150,26,prAtardugdha
151,26,drauNeya
152,27,rucirabhASaNa
153,27,saprativApa
154,27,priyakRttama
155,27,zRGgakoza
156,27,nibandhacandrodaya
157,27,sAragrIva
158,27,AghAta
159,28,Asanna
160,28,harika
161,28,jAbAlAyana
162,28,cuzcuSAkAram
163,28,tanni
164,29,jitma
165,29,caturdazamataviveka
166,29,zyAvaputra
167,29,akSayA
168,29,caturdazadhA
169,30,malApakarSaNa
170,30,vibudhasakha
171,30,kSan
172,30,sahApatya
173,30,prakIrNakadAna
174,30,samupaveza
175,31,sukhasaMsevya
176,31,punaHpramAda
177,31,dadhiSu
178,31,samRdha
179,31,sAmapariziSTa
180,31,hemapRSTha
181,31,abhivihita
182,32,sahasAnu
183,32,jAnakIdehabhUSa
184,32,takavAna
185,32,zArdUlavikrIDita
186,32,nivApamAlyatA
187,33,havas
188,33,srughnI
189,33,samAnasambandhana
190,33,jaumara
191,33,vajrAcArya
192,33,dravat
193,34,ariSTavIra
194,34,AruNaparAjin
195,34,toyamuc
196,34,zivazarman
197,35,abhyatikSar
198,35,jambhya
199,35,mazacchada
200,36,kAJcanagiri
201,36,lekhanI
202,36,pRthulA
203,36,viSNuvat
204,36,paThana
205,36,paurvapadika
206,36,viceSTita
207,36,pRthAbhU
208,36,prasthAnatrayabhASya
209,37,buddhilAghava
210,37,bahuvidha
211,37,varazikha
212,37,akarA
213,37,dvisahasrAkSa
214,37,sinduvAra
215,37,prAtaHsaMdhyAprayoga
216,37,pratyAmnAyam
217,37,sucArudazanA
218,38,kumudikA
219,38,candrAzva
220,38,sanakAt
221,38,bhagnasaMdhika
222,38,mAnasazuc
223,38,jJIpsyamAna
224,38,hanubheda
225,39,jayanRsiMha
226,39,pazuhautraprayoga
227,39,vArija
228,40,sAkhilya
229,40,ghRtapakva
230,40,kSemaMkarin
231,40,jananI
232,40,ekIkaraNa
233,40,lomaharSaNaka
234,40,alokasAmAnya
235,40,avraNa
236,40,vivasvatsmRti
237,40,atIsArin
238,41,sadyovRdh
239,41,vedavacana
240,41,zrIkaNThazambhu
241,41,hemAcala
242,41,nRpalakSman
243,42,pratipAdana
244,42,rAmagAyatrI
245,42,vaivadhika
246,42,krotha
247,42,abhisaMgata
248,42,yathopasthitam
249,43,potAya
250,43,rudhirAnana
251,43,vallIvRkSa
252,43,vAvazat
253,44,vyatizRR
254,44,kaTaMbharA
255,45,avaguNDita
256,45,apavyayamAna
257,45,hRta
258,45,vidatta
259,46,dhanuHzAlA
260,46,siddhArthaka
261,47,AdhIparNa
262,47,satyanAthavilAsa
263,47,citradhara
264,47,kanakA
265,47,jalabrahmI
266,48,paTTadevI
267,48,vAtahoma
268,48,nidhAv
269,48,vrajavadhU
270,49,gaurIvara
271,49,abhivRddhi
272,50,Asev
273,50,gajapati
274,50,abhikSam
275,50,zANDilyasUtra
276,50,zvaphala
277,50,AkhyApana
278,51,rauhiNezvaratIrtha
279,52,bhinnaklezatva
280,52,dazadigvyavalokana
281,52,dakSiNApara
282,52,kAladAsa
283,52,sairiMdhra
284,52,agnimat
285,52,koTIvarSa
286,52,kucaryA
287,52,bAhyatA
288,52,muc
289,52,citradhvaja
290,53,sahakhaTvAsana
291,53,maithilapaddhati
292,53,rAjAzva
293,53,miyedhas
294,53,vRttasAdin
295,53,phaNAdhara
296,53,mahirakula
297,53,raktapuSpA
298,53,vRttaparNI
299,53,samayamayUkha
300,54,atimAnuSa
301,54,digvibhAvita
302,54,sarvabAhu
303,54,vivekavat
304,54,sAvana
305,54,AmalakI
306,54,sevAkAku
307,54,abhilaSaNIya
308,54,girimRdbhava
309,55,kAmazara
310,55,RkSapati
311,55,viphalazramatva
312,55,parAmarzavAdArtha
313,56,sthaNDilya
314,56,vadanadantura
315,56,abhivaJcita
316,57,dvAdazin
317,57,poraka
318,57,jotika
319,57,uddhara
320,57,samutpiJja
321,57,sAmUnA
322,57,rudrajApya
323,57,pittAsra
324,58,rAjastamba
325,58,avaccho
326,58,saMyuyutsu
327,58,vimAnacArin
328,58,vAmanata
329,58,Azcyotana
330,58,puSkarasArin
331,58,madodreka
332,58,vihitayajJa
333,59,avarudita
334,60,rAjanaya
335,60,prarocana
336,60,paisukAyana
337,60,upaplava
338,60,devItva
339,60,durhita
340,60,AdezakArin
341,60,haiDimba
342,60,adhaHkRSNAjinam
343,61,zAGkhamitra
344,61,sahavAhana
345,61,ajrya
346,61,zivAnandanAtha
347,61,pazukAma
348,61,jAtuki
349,61,guNanikA
350,61,pRthvImalla
351,61,diGmAtaGga
352,61,tAlin
353,62,adhigamana
354,62,ayAzaya
355,62,nakla
356,62,vAratantavIya
357,62,sahasrakavaca
358,63,zUlagrAhin
359,63,suvibhAta
360,63,muhUrtamuktAmaNi
361,63,laghubrAhmI
362,64,babhruka
363,64,anAgata
364,64,mANDa
365,64,sarvArthasAdhakastotra
366,64,adipsat
367,64,ubhayabhAj
368,64,unnidraka
369,64,dazapUrvaratha
370,64,svalikhita
371,65,tulita
372,65,somavatIvratakathA
373,66,pallI
374,66,pratyakSarazleSamaya
375,66,sammAnakara
376,66,rasakalpasArastava
377,66,saMgrAmavijaya
378,67,saMdhAnita
379,67,tArtIyIka
380,67,saptacchada
381,68,zilpa
382,68,mugdhavat
383,68,nivedayiSu
384,68,kekAvala
385,68,dohadalakSaNa
386,68,kSIban
387,68,hastivarcasa
388,68,aurvara
389,68,tiraHprAtivezya
390,68,sUtraya
391,69,vahniveza
392,69,prarSabhIya
393,70,zAzabindu
394,71,adhipati
395,72,bhavagrAmINavAdyokta
396,72,sabhIma
397,72,pRthiviSTha
398,72,dvivesarA
399,72,aGgamejayatva
400,72,ovilI
401,72,upajApaka
402,73,phalabhakSa
403,73,pratihastin
404,73,dhrajati
405,73,sAmasta
406,73,mArAbhirAma
407,73,pAzAya
408,73,tApaka
409,74,evaMklRpta
410,74,sik
411,74,muktAkaNa
412,74,uttaralakSaNa
413,75,rAjadharmAnuzAsana
414,75,pavanapadavI
415,75,bhavarud
416,75,sidhman
417,75,parirambhin
418,75,vinAmaka
419,75,bhAvaprakAzanighaNTu
420,76,paTukalpa
421,76,pizaGgila
422,76,kRtamanoratha
423,76,phaT
424,76,arthAbhAva
425,76,gopiSTha
426,76,paripAcana
427,76,upasic
428,77,nRtyasarvasva
429,77,sapratIza
430,77,cInAMzuka
431,78,sadman
432,78,navInanirmANa
433,79,anAryatA
434,79,indusUnu
435,79,vaitAlI
436,79,kIraka
437,79,dhyAnazIlA
438,79,niraGkuzam
439,80,sAmantaja
440,80,sUcimallikA
441,80,vanAntasthalI
442,80,nadImAtRkatA
443,80,TubduSI
444,80,mukhaja
445,80,zarAsanavid
446,80,prajJAnAnanda
447,80,gRhadvAra
448,80,prAGnayana
449,80,rathakSaya
450,81,mAgadhA
451,81,bAhuzAla
452,81,paJcanI
453,81,adbhutasvana
454,81,brahmezvaratIrtha
455,81,kRSNanandin
456,81,kulAlazAlA
457,81,saMrambhin
458,82,drAghimavat
459,82,nirI
460,82,rAjavallabhaturaMgama
461,82,bRhannetra
462,82,naidhana
463,82,prasUtAta
464,82,sthAvarajaGgama
465,83,madanapAla
466,83,RcchA
467,83,lakSaNa
468,83,pratyuccAraNa
469,83,vijitvara
470,83,varolI
471,83,pAJcAlarAja
472,83,rAjanyarSi
473,83,zvetazaila
474,84,sArathya
475,84,purastAddaNDa
476,84,kAlamahI
477,85,takSa
478,85,brAhmaNasvara
479,85,AvApana
480,85,pAtaJjalabhASyavArttika
481,86,suptamAMsa
482,86,lava
483,86,bahuda
484,86,saralakASTha
485,86,paDviMzazaGku
486,86,mantrasaMdhyA
487,86,aprasAha
488,86,zauryanagara
489,86,phalodaya
490,86,abhiyojya
491,87,yamapAlapuruSa
492,87,kRtavetana
493,87,rAtripariziSTa
494,87,sarjarasa
495,88,haThadIpa
496,88,kauTatakSa
497,88,kuTI
498,88,kaSaNa
499,88,abhipluta
500,88,vikramarddhi
501,88,yogananda
502,89,candravallarI
503,90,viSapuTa
504,90,kramasaMdarbhaprabhAsa
505,90,ativizvas
506,90,pracaNDasena
507,91,daivAvRdh
508,91,viSamavyAptika
509,91,viyogAya
510,92,loca
511,92,zazipAda
512,92,krozat
513,93,smRtisaMskAra
514,93,vipriyakArin
515,93,upavindhyAdrA
516,93,satkriya
517,94,AntrImukha
518,94,kANvyAyana
519,94,aSTazravaNa
520,94,abhighrANa
521,94,zvetagiri
522,94,samavatta
523,94,vaikRtasarga
524,94,karakamala
525,94,kacchapa
526,94,vAricAmana
527,94,prapAThita
528,95,paramANu
529,95,sahayazas
530,95,krIDAparvataka
531,96,arbudi
532,96,svAnubhavAdarza
533,96,zruta
534,96,uSNi
535,96,dhAtvAkarAkhya
536,96,naktaMhoma
537,96,AbhAs
538,96,chAgalakSaNa
539,96,kaGkaraGka
540,97,abhisaMrabh
541,97,pracuranityadhanAgama
542,97,vIravAmana
543,97,satpatha
544,97,dharaNIplava
545,97,varuNya
546,97,zItAdri
547,98,raha
548,98,paGgutA
549,98,avijJa
550,98,citraja
551,98,abhiyAtin
552,98,tilagaJji
553,98,bAlabodhaka
554,98,janavAda
555,98,zAkAyanin
556,98,kaTTarinRtya
557,99,anyadA
558,99,anaiDaka
559,99,kAliyAri
560,99,dhAtRputra
561,99,puNyaduh
562,99,madhubhUmika
563,99,kRSNazigru
564,99,spaSTI
565,99,kAkSIvata
566,99,jyotirlekhAvalayin
567,99,pariSidh
568,100,kRSNakarNa
569,100,suvarNa
570,100,kakAra
571,100,kIdRgrUpa
