B1,B2,B3
1,1,vicUrNana
2,1,gandhavAhA
3,1,yAmi
4,1,rAzibhAgApavAha
5,2,avilambitam
6,2,nistRNakaNTaka
7,2,adhyUdhnI
8,3,somodbhava
9,3,pulAka
10,4,kharamaJjarI
11,4,puNyavatI
12,5,jaGghAprahata
13,5,bhayapratIkAra
14,6,saroSarAgopahata
15,6,dIrghAGgI
16,7,spRSTamAtra
17,7,kaucumArayoga
18,7,tulabha
19,7,upadas
20,7,svAdulatA
21,7,ninI
22,8,pratihan
23,8,zAlAjira
24,8,svarNadAmA
25,8,vimalasvabhAva
26,8,paTTalakSaNa
27,9,carmika
28,9,ajakSIra
29,9,sUtraprasthAna
30,9,abhyAvah
31,9,sumanohara
32,9,antarbhUta
33,10,karNikA
34,10,dazavaikAlika
35,10,mitrasena
36,11,tAtparyaka
37,11,kak
38,12,vyAptivAda
39,12,zoSa
40,12,madAndhA
41,12,Agatayodhin
42,12,vastramathi
43,12,kuJjAdi
44,13,vipuSpa
45,13,Abhimanyava
46,13,mahArAjaphala
47,13,zaNapuSpI
48,13,kheTita
49,13,svArthika
50,14,bAhudAnadImAhAtmya
51,15,zrIpuTa
52,15,rAmAnujamatakhaNDana
53,15,devagAyana
54,15,haimacitrasamutsedha
55,16,sahasravAka
56,16,divyadarzin
57,16,anAntarIyaka
58,16,sUryAmAsA
59,16,paraHzata
60,17,naipuNya
61,17,sAzIrka
62,17,IGkhana
63,17,pRthaksukha
64,17,samparimud
65,17,tArka
66,18,balakRti
67,18,niznath
68,19,manorathasiddha
69,19,veNuja
70,19,parovarIyas
71,20,zivarAtrivratakalpa
72,20,dharmAdharmaparIkSaNa
73,21,rasAdhikA
74,21,bhaktitaraMgiNI
75,21,kiJjala
76,22,anRtasaMgara
77,22,nRpAryaman
78,22,suprayukta
79,22,kAJcIpura
80,23,iGgana
81,23,nalinidala
82,24,arokadanta
83,25,RSikRt
84,25,niSatti
85,25,AsphAnaka
86,25,samAsapAda
87,26,lavaNasya
88,26,trailokyaprabhA
89,26,avibhAvya
90,27,bhRgavANa
91,27,ekAsya
92,27,cauroddharaNika
93,27,gaulgulavI
94,27,kolakagrAma
95,27,rogAyatana
96,28,nidhimat
97,28,AzmAyana
98,29,madhyamakANDa
99,29,bASpaprakara
100,29,nAndIkara
101,30,cAmuNDAmantra
102,30,nIrAjanavidhi
103,30,nigai
104,30,paryutsRj
105,30,zRGgadhara
106,30,ullApaka
107,31,iSTikA
108,31,vizvavidvas
109,31,puravAstu
110,32,sumanomaya
111,32,sarAgatva
112,32,garbhazaGku
113,33,brahmANDayAmalepaJcamIsAdhana
114,33,mahAcIna
115,33,paJcAkSarazas
116,34,narAyaNa
117,34,mArjita
118,34,savalatA
119,35,ghAta
120,35,jayatIrthabhikSu
121,36,vidyAmaNDalaka
122,36,harSAzru
123,36,vivadhika
124,36,nandIka
125,37,Azaka
126,38,parapAkanivRtta
127,38,saMnidAgha
128,38,kAmatIrtha
129,38,nizcyavana
130,39,rAmasamuddhAra
131,39,gozarya
132,39,saMyatopaskara
133,39,vaiDava
134,39,ailavila
135,39,dhanaMjayasaMgraha
136,40,anuvRt
137,40,apajJAna
138,40,RN
139,40,Asanabandha
140,41,saMsAravat
141,41,karAnta
142,41,pArzvaruj
143,41,triHsahavacana
144,41,roganAzana
145,42,vaitadhRta
146,42,madhukA
147,42,vyAsavarya
148,42,AtmabhU
149,42,raghukulottaMsa
150,43,vihvalAGga
151,43,zivamAlA
152,43,mahAbhiyoga
153,43,prapanna
154,43,nodhas
155,44,draDhiman
156,44,avaghaTarikA
157,44,mAlyA
158,44,vatsarArNa
159,45,tridoSaghna
160,45,saMlakSaNa
161,45,sAtyamuni
162,45,paridhAnIya
163,45,surya
164,46,zipiviSTavat
165,46,gRhi
166,46,avItaka
167,47,kRSNamitra
168,48,niSekavicAra
169,48,zuni
170,48,uSNiman
171,48,indupada
172,49,nirdhamana
173,50,sarvavartikA
174,50,zvetakola
175,50,tarItu
176,50,sRSTamUtrapurISa
177,50,nigut
178,50,asarvajJa
179,51,sarvabhAj
180,51,jagaddala
181,51,golunda
182,51,vRSatA
183,51,masUrasaMghArAma
184,52,karaJjaha
185,53,svinna
186,54,rAmagiri
187,54,siMhavyAghrakroDa
188,54,gAndhArikA
189,54,pAJcAlya
190,55,sarvamitra
191,55,asyandamAna
192,56,vijJAnAmRta
193,56,aramamANa
194,57,laghuzIta
195,58,vinAha
196,58,aGgArazakaTi
197,58,tiktAya
198,58,jAtavidyA
199,58,samAsacandrikA
200,58,upacaraka
201,59,Alambi
202,59,kAmatAla
203,60,Rtani
204,60,azmottha
205,60,bhinnamaryAdin
206,60,hiraNyAzva
207,60,himanirjharavipruSmat
208,61,utprabha
209,61,karmakRtya
210,61,gRhapAlAya
211,61,apraklRpta
212,62,vidarbhajA
213,63,taporthIya
214,63,bhavAbdhinAvinavika
215,63,rAGkava
216,64,vinatodara
217,64,madhyAhnakriyA
218,64,viniHsR
219,64,dvApaJcAzadakSara
220,64,dRzna
221,65,jalacara
222,65,salilacaraketana
223,66,hatha
224,66,mithaHkRtya
225,67,bhagnApad
226,67,pratyUha
227,67,dyUtapaurNimI
228,67,supravRkNa
229,67,paJcasaMskAra
230,68,arNavazakkarI
231,68,dhruvadevI
232,68,yajJavalka
233,68,matIkR
234,69,ratnAkaranighaNTa
235,69,siddhArthasaMhitA
236,69,harSaNa
237,70,sUryadatta
238,70,yatrAstamitazAyin
239,70,siddhAntin
240,70,aparigraha
241,70,zlathAGga
242,71,tha
243,71,hanumantezvaratIrtha
244,71,yajJAzana
245,71,zIrSacchedya
246,71,vAgvat
247,71,kAntAraka
248,72,AtmajJAna
249,72,avalekhanI
250,72,medhAcakra
251,73,zuddhitattva
252,73,sAyudhapragraha
253,74,raktasahA
254,74,draDhiSTha
255,75,mAyAyodhin
256,75,vimAtratA
257,75,aizvaryakAdambinI
258,75,alpacchada
259,76,nitatnI
260,76,sUryazobhA
261,76,abdhijau
262,76,paramatas
263,76,navonavavyAkhyA
264,77,kalpasthAna
265,77,Azita
266,78,avaccheda
267,79,nizubh
268,79,hallana
269,79,atameru
270,79,nAmasAroddhara
271,80,astazikhara
272,80,itvara
273,80,ardhacandraka
274,80,viralAGguli
275,80,abhyuSya
276,80,kalyapAlaka
277,81,virata
278,81,Urdhvagamanavat
279,81,lambikAkokilA
280,82,abhitapta
281,82,UrdhvAGguli
282,82,zAntikAdhyAya
283,83,vApIvistIrNa
284,83,gayAzIrSa
285,83,siddhivAda
286,84,anvavacAra
287,84,Rk
288,84,sutus
289,84,sahayAta
290,85,adhastarAm
291,85,avIkSin
292,85,lagnayAna
293,86,nakSatranAtha
294,86,sadarpa
295,86,sanaladAnalada
296,86,abhyapakram
297,86,kASThIla
298,86,rAjendragir
299,87,ambupattrA
300,87,adbhutadarzana
301,88,tulasI
302,88,sampuTIkR
303,88,rAdhi
304,88,yathAnyAyam
305,88,tANDavikA
306,88,aprodita
307,89,nyAyaratnaprakAzikA
