B1,B2,B3
1,1,pAdapa
2,1,sUtImAsa
3,2,karabhagrAma
4,2,sada
5,2,bhUtacaturdazI
6,2,bhAjin
7,3,satrAja
8,3,vammAgadeza
9,3,bhadrakAraka
10,4,zvetapunarnavA
11,4,kAccha
12,4,agnisAt
13,4,zaMkaradigvijaya
14,5,yathopapatti
15,5,kalevara
16,5,samAkrand
17,5,dhArSTya
18,6,kUpayantra
19,6,anvabhiSic
20,6,jIvarakta
21,6,bahvIzvaramAhAtmya
22,7,zrautAhnika
23,8,kiMvizeSaNa
24,8,naigamakANDa
25,8,prasAritva
26,8,mahAbhASyadIpikA
27,9,bhaGgyazravas
28,10,sAhisujA
29,10,anUcya
30,10,sUpasampanna
31,11,brahmacodana
32,12,brahmasU
33,13,krayavikrayika
34,14,ambudhara
35,14,Azina
36,14,sarvacArin
37,15,ekavidha
38,16,vanahutAzana
39,16,yayAticarita
40,16,rukmibhid
41,17,mantraratnAvalIkoza
42,17,sthagana
43,18,ajIrNa
44,18,brAhmaNavarNin
45,19,citimat
46,19,vaTasAvitrIpUjA
47,20,mahAdevapuNatAmakara
48,20,vibhajyavAdin
49,20,abhayagaNa
50,20,abda
51,21,paGkadanta
52,21,susaMvRtti
53,21,paurNamAseSTiprayoga
54,22,manoharasiMha
55,22,uttaradikstha
56,23,hRdayodaGka
57,23,daNDApUpAyita
58,24,vivandiSA
59,25,apuSTArtha
60,25,bhAvazUnya
61,25,tArpya
62,26,darbhapiJjUlavat
63,26,vAsaHzata
64,27,dezAkhyA
65,27,tvakpalita
66,27,adhivarcas
67,28,praharavirati
68,28,vaSaTkriyA
69,28,zubhakUTa
70,29,siddhamUlikAnighaNTu
71,30,sevAtIrtha
72,30,AsvAdita
73,30,vArmuc
74,31,nvai
75,32,prativaira
76,32,tat
77,33,parapAkopabhojin
78,33,bANasutA
79,33,vanamAlAmizrIya
80,34,harivyAsadeva
81,34,dhik
82,34,sAsnAvat
83,35,tattvajJa
84,36,zastraprahAra
85,37,veSAnyatva
86,37,vimAnapAla
87,37,prapIDana
88,37,hInakarman
89,38,bahurUpa
90,39,vanitArAjya
91,39,rAjitas
92,39,bhikSAvat
93,39,mAlahAyana
94,40,strIzauNDa
95,40,soDhavat
96,40,sarasvatIvat
97,41,kUjita
98,41,hayapuccha
99,41,chAnda
100,42,nirjIvakaraNa
101,42,svarbhANu
102,42,zivapratiSThApaddhati
