B1,B2,B3
1,1,nAgazabdI
2,1,rAtryahanI
3,1,anuvraj
4,1,upokS
5,2,avidhya
6,2,styAya
7,3,prapuMnADa
8,3,turaMgAhvA
9,3,tArAj
10,3,yamunAtIrtha
11,3,garbhAdi
12,4,Akrand
13,4,satyavaratIrtha
14,5,vAmanaprAdurbhAva
15,5,kSmayA
16,5,caNDIDAmara
17,5,puraniveza
18,6,aprajJa
19,6,sakartRkatva
20,6,pattalaka
21,6,jvalat
22,6,jhaSodarI
23,7,upahatAtman
24,7,avyAhRta
25,7,viprath
26,8,kAlaskandha
27,8,stambh
28,8,himAcalendra
29,8,hatakaNTaka
30,8,nirdhAv
31,9,vidyAdhara
32,9,dviSa
33,9,pArvatIsahasranAman
34,9,zuddhasAropA
35,9,lokatattva
36,10,sukSma
37,10,karipa
38,10,lAghavika
39,10,mantropaSTambha
40,11,kAlAt
41,11,sUtika
42,12,halAbha
43,12,hnavAyya
44,12,zaGkhikA
45,12,zApIya
46,12,paJcagaNDaka
47,12,dvaMdvacArin
48,13,AvevidAna
49,14,pUrvINa
50,15,smayanIya
51,15,udayarAja
52,15,vijayamitra
53,16,dhUrtajantu
54,16,spaza
55,16,lauhitAsva
56,17,sinIvAka
57,17,jvala
58,17,sarvapUraka
59,17,ku
60,17,vidhipUrvam
61,18,dantarajas
62,19,sanidra
63,19,niSkArya
64,20,padArthAnusamaya
65,21,paTTAbhirAmatippaNI
66,21,nannayabhaTTa
67,21,kapiratha
68,22,vaikArika
69,23,mahAkSobhya
70,23,mattamayUraka
71,23,samantena
72,24,pArivatsa
73,25,medhasa
74,25,vinamra
75,26,sauparNeya
76,26,bAlamandAravRkSa
77,26,uddRR
78,26,kanyAputra
79,27,sindhujanman
80,27,siddhAntAcAra
81,28,saMkrAntivyavasthAnirNaya
82,28,kRSNapucchaka
83,28,pramiyam
84,28,upaniSatkR
85,28,trikahRdaya
86,29,sarasvatIdaNDaka
87,29,rayIyat
88,30,zravaNAnandinI
89,30,bhAgavatapurANabandhana
90,30,akRzAzva
91,31,strIbAlaghAtin
92,32,avavyadh
93,33,mRtyupAza
94,34,azvatthI
95,34,prayukta
96,35,Atapat
97,35,zilAmAhAtmya
98,35,rAmazilAmAhAtmya
99,35,samantadugdhA
100,36,dUSaNAvaha
101,36,caTu
102,36,mukum
103,36,maNizekhara
104,36,bhayAbhaya
105,37,bahupratyarthika
106,37,abhaujiSya
107,37,sAvadhAna
108,38,aupakarNika
109,38,ardhacandanalipta
110,38,balapUrva
111,38,arthakRcchra
112,38,stip
113,38,puNyakRtyA
114,39,vandhyAya
115,39,indriyabhAvanA
116,39,zUraputrA
117,39,viSTabdhatA
118,39,AcAra
119,39,lakSmIvat
120,40,laghuviSNu
121,40,narAdhipati
122,40,ekanipAta
123,41,kAkudra
124,42,upaniHzri
125,42,cagh
126,42,sApekSatva
127,42,parisaraviSaya
128,43,ramAdhava
129,43,phalika
130,43,rAjyAdhikAra
131,43,yAdavAcArya
132,43,samavetatva
133,43,arjunAva
134,44,samAdhimat
135,44,varNAzA
136,44,kalyANikA
137,44,pAdabhAj
138,45,parye
139,45,ArAgaya
140,46,vidyAsnAtaka
141,46,dhaTI
142,46,jJAnagarbha
143,46,yavapiSTaka
