B1,B2,B3
1,1,paJcakalyANaka
2,1,vidyAbhyAsa
3,2,armakapAla
4,2,saMrabh
5,3,udvegakAraka
6,3,kUTAkSa
7,3,nirnAzin
8,4,svayamAgata
9,4,vAtajA
10,5,marudvipa
11,6,avarokta
12,6,pazcAnutApa
13,6,pArSNiyantR
14,6,suzithila
15,7,avaloka
16,7,kandaja
17,7,saMvasati
18,7,divaMgama
19,8,mAlAdAman
20,8,sArthapAla
21,9,vaidyacikitsA
22,9,zakulAkSaka
23,10,vipRSThIbhU
24,10,kumbhImAhAtmya
25,10,autsargika
26,10,uSmavat
27,11,zIdhu
28,11,araja
29,12,pRSThagAlana
30,12,arthotpAda
31,12,naSTasmRti
32,12,zANDa
33,13,bIjamAtRkA
34,13,madhyAhnakAla
35,13,mRganAbhija
36,14,vyADi
37,14,sphoTitArgala
38,14,AkrIDaparvata
39,15,daNDavAhin
40,15,mAdhyaMdinAraNyakavyAkhyA
41,15,adhyupekSA
42,16,pratihArya
43,16,ApyAyanavat
44,16,vasudatta
45,16,romAlI
46,17,aJjanakI
47,17,nirhRtya
48,18,agnihotrahoma
49,18,kAMzi
50,18,USapuTa
51,18,zeSajAti
52,19,sakutUhala
53,19,Rtviyavat
54,19,mallakrIDA
55,20,upabhogyatva
56,20,jAtitas
57,20,kAryakAraNatva
58,20,kumbhajanman
59,21,pUgapuSpikA
60,21,apakrAma
61,21,azvavaha
62,21,saMdhiviparyaya
63,22,Az
64,22,varNAtman
65,23,uSTradhUsarapucchikA
66,23,mANicAra
67,23,saMnyAsagrAhyapaddhati
68,23,randhaka
69,24,durgaha
70,24,amarapura
71,24,mRtyupratibaddha
72,25,parArdhaka
73,25,kSetrakarmakRt
74,25,pronmUlita
75,26,spaSTIkRti
76,26,sendubha
77,26,rakta
78,26,mAhaki
79,27,bhazirA
80,27,parArthatA
81,27,savyabhicAragrantharahasya
82,27,samprathA
83,28,AzAra
84,29,prameyasArasaMgraha
85,30,pratyAkhyA
86,31,mAlAtRNaka
87,32,kSIradhi
88,33,muktAkaNa
89,33,AtmamAna
90,34,ekapATalA
91,34,ghRtapakva
92,34,devAsuragaNAzraya
93,34,viriJcana
94,35,suvAsana
95,35,bhaktibhAvapradIpa
96,35,mAnavartika
97,36,zikSAsaMvara
98,36,samarAtithi
99,37,purISa
100,37,jyotsnAvApI
101,38,harirAmatarkAlaMkArabhaTTAcArya
102,38,unnAbha
103,39,vyAghrapuccha
104,39,pratiparyAvRt
105,39,yuvadrik
106,39,zuddhAtman
107,40,viprasva
108,40,rAmacara
109,40,prabhaGga
110,41,caraNAnati
111,42,yathAnurUpam
112,42,ukSaNyu
113,42,vipralobhin
114,42,visaMvAdaka
115,43,zaivatA
116,43,parimR
117,44,samAdheya
118,44,pitRrAja
119,44,upadaza
120,45,suvaha
121,45,khelagamana
122,45,gRdhravaTa
123,45,puSpamitra
124,46,parive
125,46,badhirIkR
126,46,aviduSTara
127,46,paGgUyita
128,47,praznavaiSNava
129,47,zItabalA
130,47,viprasthA
131,47,AyuH
132,48,drAkSAmat
133,48,supakva
134,49,zvayUtha
135,49,vIrasthAyin
136,49,kavicchad
137,49,gatodvega
138,50,valanAMza
139,50,zrISeNa
140,50,pUrvadeha
141,50,savid
142,51,uttarAt
143,51,kSaudraka
144,51,rathaMtaracaraNabhASya
145,51,sazc
146,52,vAyuloka
147,53,jayavat
148,53,samyagdaNDana
149,54,karNATadeza
150,54,vahnidhauta
151,54,azvavANija
152,54,mizrapuSpA
153,55,jAspati
154,55,zivasiddhAntazAstra
155,55,pAdayuddha
156,56,adhizI
157,56,raktamUlA
158,56,puSpavana
159,56,yatUkA
160,57,varAhopaniSad
161,57,kArudveSin
162,58,jAtitas
163,58,vikasvarUpa
164,59,avaguNThikA
165,60,himavatkhaNDa
166,60,vyapanaz
167,60,zUlaghna
168,61,livi
169,61,pravRzcya
170,61,jyotiHsAra
171,61,viruddhamatikArin
172,62,vat
173,63,cintiyA
174,63,hRSyajihva
175,64,bhItacitta
176,64,kAmArtha
177,64,kathayitavya
178,64,chettR
179,65,nirbala
180,65,hayazAlA
181,66,nipuNatas
182,67,satanu
183,67,akSikUTaka
184,67,agnihotratva
185,67,paryavazeSa
186,68,vizrabdhatva
187,68,saGgavarjita
188,68,picumanda
189,68,abhyuccaya
190,69,nagarAdhikRta
191,69,baddhavAc
192,69,strIrahaskAma
193,70,garbhaceTa
194,70,kRcchrakAla
195,70,pariSvakta
196,70,paJcabalA
197,71,brAhmaNajAtIya
198,72,abhisambhRta
199,72,ni
200,72,zuSira
201,72,saThI
202,73,karanihita
203,74,vizvaggati
204,74,bimbezvara
205,74,bAlakundAnuviddha
206,74,tridhAraka
