B1,B2,B3
1,1,siddhAntaziromaNi
2,1,niveSTavya
3,1,sampUrNa
4,1,pakSapAtakRtasneha
5,2,vRttatva
6,2,dhurv
7,2,puNyagandhin
8,2,kRtsnatva
9,2,nigaNa
10,2,karketana
11,2,udvasa
12,2,anupakRta
13,2,rAmarSi
14,2,SaNDatA
15,2,anuSaGgin
16,3,ubhayatobhAj
17,4,apareNa
18,4,lavaTa
19,4,paramArthavid
20,4,rudrAri
21,4,Rjusarpa
22,4,krIDu
23,4,sudarzanArAdhana
24,4,vibhrAja
25,4,AmAtisArin
26,4,unmAdinI
27,5,skandhaparinirvANa
28,5,suparizrAntavAha
29,5,arvAk
30,5,kArottara
31,5,dArSadvata
32,5,krAntvA
33,5,bhUtavat
34,5,zAbarakaustubha
35,5,padmavRkSa
36,5,guruziSyasaMvAda
37,5,jaja
38,6,dvaMdvin
39,6,prativand
40,6,snigdhazItarUkSa
41,7,coka
42,7,somasava
43,8,vIrabukka
44,8,kanInakA
45,8,jalAmbugarbhA
46,8,abhUtAharaNa
47,8,sthUlIkRta
48,8,savArija
49,9,surAdhama
50,10,aJjaHsava
51,10,paJcamahAyajJa
52,10,draviNAdhipati
53,10,cartya
54,10,yajAka
55,10,priyavaktRtva
56,10,vyAvAdha
57,10,tAtparyabodhinI
58,11,bhojarAja
59,11,anudRbh
60,11,mantharatA
61,11,bhAritva
62,11,chadiHsammita
63,11,bhaSaka
64,11,Adaghna
65,11,saMghaka
66,12,zakyasAmantatA
67,12,indukalA
68,12,ajAgala
69,12,yoginIdazAvicAra
70,12,jvarapralApa
71,13,svadAvan
72,13,mahAtala
73,14,prAtarhomaprayoga
74,14,gharmAmbhas
75,14,mRgavyAdha
76,14,yativilAsa
77,14,bodhisattvacaryAvatAra
78,14,kAmagA
79,14,bRhadAraNyakaviSayanirNaya
80,14,abhyavajval
81,14,cUrNana
82,14,meghodaya
83,14,paridhAvin
84,15,kaNTakalatA
85,15,udvyUDha
86,15,harajit
87,15,itiprabhRti
88,15,kASTham
89,15,bhand
90,15,gudhera
91,15,phera
92,16,bAlakahatyA
93,16,zuGga
94,16,pAMsukulI
95,16,kravis
96,16,samAsArtha
97,16,sutUlI
98,16,guNajJatA
99,17,mAdhyAhnikasaMdhyAprayoga
100,17,zivaratnamAlA
101,17,anupUrvagAtratA
102,17,antrakUja
103,17,sudurjara
104,17,mImAMsAsUtra
105,17,mukhAsrAva
106,18,vatsAnusRtA
107,18,saMvatsarabrAhmaNa
108,18,pANDuroganAzana
109,18,triSThin
110,19,mallabhaTItUrya
111,19,plavAkA
112,19,sAyaMsaMdhyAprayoga
113,19,vArayitR
114,19,sthAyam
115,19,AstIka
116,19,taptasUrmi
117,19,asanmAna
118,19,visargalupta
119,19,cetu
120,19,devanirmitA
121,20,agrAzana
122,20,Alu
123,20,UrdhvaretatIrtha
124,20,ghoNAntabhedana
125,20,kezarUpA
126,20,kaThakauthuma
127,20,saukhyadAyaka
128,20,devanAla
129,21,tripurajit
130,21,nirbhA
131,21,kuhUkaNTha
132,21,vyavasAyin
133,21,auSasika
134,21,sutsaru
135,21,asthAnasthapada
136,22,niSur
137,22,vanyAnnabhojana
138,22,guhyam
139,22,vipAkakAla
140,22,pratyara
141,22,ArtuparNi
142,22,govatsAri
143,22,ekAratni
144,22,ghaTImAla
145,22,biz
146,23,mAludhAnI
147,23,nighAnigha
148,24,abhrayantI
149,24,niSiktapA
150,24,hemakiJjalka
151,24,bhaktivas
152,24,zrita
153,24,udAhRta
154,24,bIjavApin
155,24,raGgAri
156,24,nigA
157,25,apAGgadeza
158,25,rAjapUruSa
159,25,parasparahata
160,25,surekha
161,25,ziraHkampin
162,26,ratiramaNa
163,26,sAkSivat
164,26,pIthin
165,26,saMghuSita
166,27,dvayI
167,27,nigIta
168,27,yantrayukta
169,27,guNThana
170,27,meghabala
171,27,niSpratigha
172,27,naroga
173,28,guNadoSaparIkSaNa
174,28,pratilaGgh
175,28,parinirNij
176,28,meSavRSaNa
177,28,adbhutopamA
178,28,kaimutika
179,28,kApAla
180,28,vIta
181,28,vrID
182,29,suhasAnana
183,29,mahendranagarI
184,29,pratistrI
185,29,zarIraka
186,29,prAptavyamartha
187,29,dvijasevA
188,29,antarAMsa
189,29,kajjaladhvaja
190,30,nIlakaNThadIkSitIya
191,30,prasIdikA
192,30,kanyAja
193,30,misaru
194,30,gAndhAraka
195,30,strIbhAva
196,30,apakarSaka
197,30,parisara
198,30,gaGgAnAgarAja
199,30,pratyupekSita
200,31,taDAgavat
201,31,paribhU
202,31,katthana
203,31,palAzAntA
204,31,nigUhin
205,31,utpATayoga
206,31,amantravat
207,32,yugeza
208,32,uttitIrSu
209,32,padaSThIva
210,32,rohiNIbhava
211,32,vimardita
212,32,somavallIyogAnanda
213,32,sAbhra
214,32,zapatheyya
215,32,labdhasaMhAra
216,32,anapekSA
217,33,sAhlAda
218,33,avahitAJjali
219,33,saMkila
220,33,prativAz
221,33,pUrvajina
222,33,pratimukharI
223,33,ArjIka
224,33,vimukhIbhAva
225,33,yAcya
226,34,zaGku
227,34,hemajvAla
228,34,adhvaraga
229,34,upazrita
230,35,viprasR
231,35,UrNAyu
232,35,hAsya
233,35,abhividIpita
234,35,Apomaya
235,35,jharI
236,35,bAhyaprayatna
237,35,sainAnya
238,36,dravyanirUpaNa
239,36,vatsIyabAlaka
240,36,parahitasaMhitA
241,37,hATakI
242,37,kusumAdhirAj
243,37,anAdeya
244,37,ghanI
245,37,cAkacikya
246,37,vAhanI
247,37,bisavatI
248,38,palAzinI
249,38,devayAtrA
250,38,vyapekSaka
251,38,zAva
252,38,ziSTatva
253,38,vyabhihAsa
254,38,yathApUrvatva
255,39,nizvas
256,39,utsaGgaka
257,39,dhRtapraja
258,39,manaHzilAcandanadhAvana
259,39,karutthAma
260,39,yathArtham
261,39,abhisvR
262,39,binduka
263,39,atyAdham
264,39,ekAham
265,40,saugandhikAvivaraNavyAkhyA
266,40,purudasma
267,40,anvadhiruh
268,41,vAlakhilyasaMhitA
269,41,Avyadh
270,41,kAmabhoga
271,41,muSTikA
272,41,zreSThatas
273,41,nivApadatti
274,41,varSavRddhiprayoga
275,41,ahaMjuS
276,41,atyUrmi
277,41,nimbUkaphalapAnaka
278,42,sacchandasya
279,42,rAdhopAsaka
280,42,sarvasvA
281,42,padmabandhu
282,43,sabhIti
283,43,nadIkAnta
284,43,vRkSakeza
285,43,plavAkA
286,44,zUlapadI
287,44,katisaMkhya
288,44,sveSTa
289,44,bhUyo
290,44,zAkendra
291,44,kalyANakalavaNa
292,44,trivRtstoma
293,45,amocana
294,45,khaTakAsya
295,45,devIkAlottara
296,45,zekharAya
297,45,parSin
298,45,snAnavidhikSama
299,46,bandhapAruSya
300,46,kSipti
301,46,durnivRtta
302,46,pItarAga
303,46,yathAkAlaprabodhin
304,46,brAhmikA
305,47,saMgarakSama
306,47,cakraguccha
307,47,tricakSus
308,47,pAdatala
309,47,azrutavraNa
310,47,parjanyaretas
311,47,madhukSIra
312,47,brahmadaitya
313,47,ardhAMzin
314,48,indrasyAbhikranda
315,48,viyadbhUti
316,48,sarvavidya
317,48,mahArAjAGgana
318,48,antarjyotis
319,48,nityatarpaNa
320,48,bheSajatA
321,48,zAbarI
322,49,paduma
323,49,yogezvaramantra
324,49,grahaNIyatA
325,49,vaizravaNa
326,49,maudanika
327,49,kRSNatila
328,49,savyeSThasArathI
329,49,akSAra
330,50,rudrakavaca
331,50,vIcimAlin
332,50,siddhajana
333,50,bhImazukla
334,50,jighAMsIyas
335,50,zaGkhAkhya
336,50,bANapura
337,50,kAlAtyaya
338,50,anuparAmRz
339,50,saMdhyAmaya
340,50,sujalpa
341,51,amRSTa
342,51,rajjuyantra
343,51,sukAmA
344,51,munisthAna
345,51,atrinetrabhU
346,51,velAnila
347,51,AgrahAyaNika
348,51,kRSNasAraGgI
349,51,sutikta
350,51,gandharvavidyA
351,52,marIcI
352,52,sphira
353,53,catuzcalita
354,53,pracRtta
355,53,kaumbhakarNi
356,53,prANarakSaNa
357,53,sUpadhUpana
358,53,svAlakSya
359,53,koSThIkR
360,53,vaizAyya
361,53,AjAta
362,53,cat
363,54,barhiNavAhana
364,54,raGganAthASTaka
365,54,nAmakIrtanamAhAtmya
366,54,yAjvana
367,54,brahmAnandabhAratI
368,54,paTahadhvani
369,54,kharvurA
370,54,samiSTi
371,55,udarin
372,55,yamaghna
373,55,prasaktadhI
374,55,muSitatrapa
375,56,paramasamudaya
376,57,anirdaya
377,58,jambukA
378,59,rabhasakoza
379,59,anabhilASa
380,59,mahAdaMSTra
381,59,chadi
382,59,pUrvagama
383,59,sucaJcukA
384,59,tvad
385,60,zaMsya
386,60,SaDgayA
387,61,cakSurmantra
388,62,gaccha
389,62,dharmarodhin
390,63,virATa
391,63,gambhIraka
392,64,paurNamAsyadhikaraNa
393,64,mathina
394,64,sArthika
395,64,chattradhAra
396,64,lohavara
397,64,kalpasiddhAnta
398,64,stokazas
399,64,dyuSad
400,64,zilpakarI
401,64,AzekuTin
402,65,rAzibheda
403,65,apratApa
404,65,avata
405,65,zraddhayita
406,66,paramArthaviveka
407,67,purANAnta
408,67,avakleda
409,67,RkSI
410,67,payasvatI
411,67,yazoghna
412,67,acchidrodhnI
413,68,peSTra
414,68,divyamAnuSa
415,68,tridazagopaka
416,68,abhr
417,68,ubhayatastIkSNa
418,69,mRgIpati
419,69,drAghman
420,69,rudrarodana
421,69,ghRtaparNa
422,70,abhisara
423,70,procchrita
424,70,pratijJApAraNa
425,70,dharmavat
426,70,dUSaNAri
427,70,viliptA
428,70,mantrasaMkalanA
429,70,aujjayanika
430,71,sthalatara
431,71,sAmAnyalakSaNI
432,71,agnISomau
433,71,tarkaNIya
434,71,vaGgAlikA
435,71,utkram
436,71,parirakSitin
437,71,saumana
438,71,pratiSThoddyota
439,72,pratyAkruz
440,72,zaktikuNThana
441,72,garbhabharman
442,72,cArmiNa
443,72,dhanvibhASya
444,72,yamadaMSTra
445,72,devadinna
446,72,aprameya
447,72,gurukSepa
448,72,kaThinIbhU
449,73,tuSArasruti
450,73,candrabha
451,73,vappIha
452,73,anurathyA
453,73,yAmyAyana
454,74,sukhAvagama
455,74,bRhatsaMvarta
456,74,vilekha
457,74,bhiyasAna
458,74,kacchAdi
459,74,navyavat
460,74,prakRtiSTha
461,74,parAsaGga
462,74,jAtarasa
463,75,anilaprakRti
464,75,dhRtakanakamAla
465,75,klizitavat
466,75,zrIprabhAva
467,75,vAlukAtva
468,75,saJcAna
469,75,sutIbhUta
470,75,ghaNTAbIja
471,75,vAyuvegin
472,75,mazakajambhana
473,75,sUryasaptati
474,76,dhanadastotra
475,76,SADguNyavat
476,77,darbhapUla
477,77,zrutiviSaya
478,77,krudhA
479,77,vidoha
480,77,marakta
481,77,vijayezasahasranAman
482,77,gRtsamati
483,77,yAjJavalkyasmRti
484,78,nAnAdhAtuprakriyA
485,79,arthacintaka
486,79,gulA
487,79,tulyacodana
488,79,saMsArapatha
489,79,sAhasrazas
490,79,adhiSThAyaka
491,80,vRddharaGka
492,80,vArATaki
493,80,sAkSiptam
494,80,avalekhana
495,80,arAlapakSmanayana
496,81,lalitAdikIrti
497,81,samprasAdhya
498,81,vazatas
499,81,muhUrtacandrakalA
500,81,upazIrSaka
501,81,prANadroha
502,81,vaTa
503,81,mitrAvaruNIya
504,82,varUthyadeze
505,82,vaktrazodhana
506,82,vipazu
507,82,ajAtavyaJjana
508,82,glAnIya
509,82,bhrAjat
510,83,zmazAnAlaya
511,83,mauhUrta
512,83,apadham
513,83,mukhazeSa
514,83,pAzavamata
515,83,rAjakulabhaTTa
516,83,abhagnakAma
517,84,Azya
518,84,prAkRtasarvasva
519,84,duranuvartya
520,84,pratiSThApayitavya
521,84,cirakAri
522,84,pranRttavat
523,84,maNDaka
524,84,vajradazana
525,85,netrI
526,85,paramamanyumat
527,85,mayas
528,85,pradezita
529,85,prathamapluta
530,85,anutiSThamAna
531,86,saMvibhAga
532,86,tantukI
533,86,maladrAvin
534,86,bhujarAma
535,87,apahastaka
536,88,madhuniSUdana
537,88,lavaNApaNa
538,88,sambhinnatA
539,88,mahAkAraNa
540,88,praznakalpalatA
541,88,sUtradhAra
542,89,viSNumukha
543,89,zAdvalAbha
544,89,parihiND
545,89,parNavAdya
546,89,raTTA
547,89,zakrAhva
548,89,girikadamba
549,89,zikhAkanda
550,89,uttarabarhis
551,89,paJcamasvara
552,89,yajJayogya
553,90,sindhujA
554,90,vizrambhatA
555,90,zrIzA
556,90,vanadevatA
557,90,kaulavrata
558,91,devarAma
559,91,mocya
560,92,arthalopa
561,92,vizvapsu
562,92,saMsiddhi
563,92,utphuliGga
564,92,saMsvAra
565,92,brAhmaka
566,92,ekarUpya
567,92,cakrAhvaya
568,93,caturadhyAyikA
569,93,rAjamArga
570,93,svastipura
571,93,kudharman
572,93,gocarapIDA
573,93,kaupInavat
574,93,saMzudh
575,93,eNadRz
576,93,vanacarya
577,93,rohitAyana
578,94,proti
