B1,B2,B3
1,1,vimokS
2,1,avadola
3,1,jAghanI
4,1,aravinda
5,1,parisphuTa
6,1,apanihnu
7,1,meruzrIgarbha
8,1,cittAnuvRttitva
9,1,akheTika
10,1,kSetrapada
11,1,saMninI
12,1,vIjana
13,1,rudrasUkta
14,1,visAritAGga
15,1,saratha
16,1,vikAla
17,1,hastayata
18,1,apalASin
19,1,ghAtana
20,1,varNasaMhAra
21,2,mukharaka
22,2,vizrama
23,2,cirakAlika
24,2,bailvakIya
25,2,pratyayanastva
26,2,puSpamAlA
27,2,nyAyasaMketa
28,2,advayat
29,2,hapuSA
30,2,bhUyas
31,2,sadArAma
32,2,apAnRta
33,2,pragalbhamanas
34,2,vAstusaMzamanIya
35,2,jAgrad
36,2,pratipraiSa
37,2,mRttikA
38,2,paryastikA
39,2,sUkaragRha
40,2,kumbhatAla
41,2,ahaMcandrasUri
42,2,sArAvalI
43,2,savanapaGkti
44,2,tucchatva
45,2,vizvasenarAj
46,2,samabhivIkS
47,2,nApi
48,2,zabdavizeSa
49,2,droNAhAva
50,2,pragAtha
51,2,khagAntaka
52,2,unmArjita
53,2,supiSTa
54,2,nistartavya
55,2,tantukArya
56,2,atamAviSTa
57,2,tRNapuSpa
58,2,viSA
59,2,udghana
60,2,vArimuc
61,2,AhnikAcAratattva
62,2,vyavazAda
63,2,kamalAtIrtha
64,2,klez
65,2,SaTpadA
66,2,aharvid
67,2,dattAmitrA
68,2,vedAntadIpa
69,2,mantrAGganATaka
70,2,mRgalakSman
71,3,naJsUtrArthavAda
72,3,pAllavika
73,3,parikSepaka
74,3,astipravAda
75,3,uDunAtha
76,3,raktanAla
77,3,TITibhasaras
78,3,kaurujAGgala
79,3,samAnamAna
80,3,trilava
81,3,adantAghAtin
82,3,puNyamahas
83,3,AkrAntanAyakA
84,3,varadamUrti
85,3,dviSTha
86,3,rathavAhaka
87,3,bahuketu
88,3,kuTi
89,3,vanabiDAla
90,3,prazAntatA
91,4,vyAsagiri
92,4,viSThAsAt
93,4,vaTeza
94,4,trapuSa
95,4,pitustoma
96,4,pArvaNazrAddha
97,4,zamanIpAra
98,4,samavaguh
99,4,vedAntapArijAtasaurabha
100,4,kanAnakA
101,4,paJcasaptati
102,4,gauragrIvIya
103,4,bhRGgasvAmin
104,4,palitaMkaraNa
105,4,sahasradhA
106,4,nyAyadvayakAraNatAvAda
107,4,lakSmIdevI
108,4,samAptalambha
109,4,stai
110,4,puNyAtman
111,4,muhurbhuj
112,4,pradyotin
113,4,mohakArin
114,4,mArakAyika
115,4,saMcita
