B1,B2,B3
1,1,arthadarzana
2,1,pattrANya
3,1,viSNustuti
4,1,muktAgAra
5,1,ziraz
6,1,hApana
7,2,odanika
8,2,vIraravivarman
9,2,tarkuka
10,2,ghanottama
11,3,padibaddha
12,3,maNijalA
13,3,Akhidat
14,3,kSatriyayajJa
15,3,sUryAvekSaNa
16,3,Ardra
17,3,gaNAcala
18,4,pramitAkSarA
19,4,kRSNapakSIya
20,4,jalavAlaka
21,4,gaulmika
22,5,saMsargavidyA
23,5,sruh
24,5,candrazekhara
25,6,raktanIla
26,6,apakoza
27,6,vAGga
28,6,vANInAtha
29,6,agA
30,6,vailakSya
31,6,cipiTikA
32,6,purISabheda
33,6,apahita
34,6,AcAryamuSTi
35,7,dIrghavizvavedasakaivalyadIpikA
36,7,himAvatI
37,7,kAlalocana
38,7,pArvata
39,7,tApasya
40,7,dvayadvayasamApatti
41,7,parihAravizuddhi
42,7,sAhaMkAratA
43,7,kSIrAvikA
44,7,pradIpaka
45,7,plavika
46,8,zaunakakalpasUtra
47,8,trilokAtman
48,8,samudyama
49,8,praznavAdin
50,8,kukRtya
51,8,laGkAdAhin
52,8,yogarocanA
53,8,viTabhUta
54,8,mRtamanas
55,8,sAnandUra
56,9,agadaveda
57,9,kApeya
58,9,adhirUDhA
59,9,agnivelA
60,9,tritAmra
61,9,trayodazika
62,10,garga
63,10,saMzAnti
64,10,chandaka
65,10,uSitvA
66,10,punarmRta
67,11,saptakRt
68,11,bAdhitatva
69,11,kSINavikrAnta
70,11,mahipa
71,11,ativRt
72,11,subahudhA
73,11,manaHprasAda
74,11,trayIdhAmavat
75,12,ajaghanya
76,12,AdhvarAyaNa
77,12,samyaksambodhi
78,12,darzanAvaraNa
79,12,maJjuguJjatsamIra
80,12,sugAtriyA
81,12,AnumAnikatva
82,12,sAdhAraNAsAdhAraNAnupasaMhArivirodhin
83,12,sUryagrahaNa
84,12,rAbhasikatA
85,13,rASTroDa
86,13,anuprazuc
87,13,gAvalgaNi
88,13,tvAva
89,13,nigal
90,13,kaNDUmakA
91,13,paradhyAna
92,13,vaiyApRtyakara
93,13,vikta
94,13,pAkayajJapaddhati
95,13,bherIbhAMkArIya
96,14,svatastva
97,14,uNDuka
98,14,phalasahasra
99,14,gava
100,14,pUrvavRta
101,14,nararUpa
102,14,paripantham
103,14,vikramAt
104,14,ullAsanA
105,15,antaHpeya
106,16,sAdhvIka
107,16,trilocanatIrtha
108,16,kozadaNDa
109,16,sAyAsa
110,16,vilAsagRha
111,17,devapAtra
112,17,nirazana
113,17,sadhUmaka
114,17,ratnazalAkA
115,17,zivasarvasva
116,17,subalavat
117,17,hUSkapura
118,17,saMzaptaka
119,17,vRSAkhya
120,18,zaucAcamanavidhi
121,18,dhiyAya
122,18,abhisaMdhAya
123,18,prabhApAla
124,18,sakalevara
125,18,nalvaNa
126,18,gharSaNAla
127,18,zvapad
128,18,vItottara
129,18,Urdhvakara
130,19,vicitrAGga
131,19,viSNukrAntA
132,19,ekArthIbhAva
133,19,raNabahAdurazAhavirudrAvalI
134,20,karanihita
135,20,avimatta
136,20,viSalatA
137,20,nakhakuTTa
138,20,saMdhyAkramapaddhati
139,20,ghaNTAzabdapANi
140,20,balapati
141,21,saubaleyI
142,21,ponaka
143,21,palaMkaSA
144,21,parirakSA
145,21,paJcamin
146,22,lakSmIvAkya
147,22,cArudeva
148,22,saMjvarAtura
149,22,karNATakalaha
150,22,salladra
151,22,bubhUrSu
152,23,dhruvagopa
153,23,AntrapAza
154,23,durbhrAtR
155,23,garbhazaGku
156,23,cUSaNIya
157,23,tejaHprabha
158,23,sudhRta
159,24,ripughAtin
160,24,paJcaskandhavimocaka
161,24,samanvayapradIpasaMketa
162,24,ahetuvAda
163,24,vipalAza
164,24,klath
165,24,azvabAhu
166,24,pratyupta
167,25,vRtrahantR
168,25,antramaya
169,25,saubhAgyabhAskara
170,25,nirmatsya
171,25,nArAzaMsa
172,26,klaitakika
173,26,mAnotsekaparAkramavyasanin
174,26,UhanIya
175,27,ukthavat
176,27,joGgala
177,28,abhivibhA
178,28,saukharAtrika
179,28,vyavasthAtR
180,28,vAkyastha
181,29,dvIpazatru
182,29,zamanIya
183,29,drutameru
184,30,varNa
185,31,aghoramArga
186,31,bhaviSya
187,32,vibhajya
188,32,zUnyabandhu
189,32,svastigA
190,32,rasAlaMkAra
191,32,sargatakta
192,32,abhava
193,32,anarpaNa
194,32,paramapuruSasaMhitA
195,32,dhanamUlyatA
196,33,sampraSTavya
197,33,kAra
198,33,dhAnyapata
199,33,saMgatin
200,33,sayUthya
201,33,rAjaputrIya
202,33,naTakamelaka
203,33,parinind
204,33,rAmAliGganakAma
205,34,gaGgAdharabhaTTa
206,34,dvivacanAnta
207,34,tUNamukha
208,34,vRttalakSaNa
209,34,kAlAnusAryaka
210,34,guDaudana
211,34,liza
212,34,surajas
213,34,vaNik
214,35,parAgA
215,35,nAgaraTTa
216,35,vittakAma
217,35,aheDamAna
218,35,bhASA
219,35,vittA
220,35,trikhaTva
221,35,paTakuTI
222,35,nirNayamaJjarI
223,36,arthaghna
224,36,paJcamUla
225,36,pUrvasU
226,36,taviSI
227,36,anyapara
228,36,dut
229,36,rAjAya
230,36,pItakanda
231,36,mAsazivarAtrivratakalpa
232,36,ardhakIla
233,36,vaibhujAgnaka
234,37,azAya
235,37,itaretara
236,37,IhAvRka
237,37,vAtopajUta
238,37,avisthala
239,38,pratiSThAtantra
240,38,nirapekSya
241,38,apAhAya
242,38,tarantI
243,38,zubhrakhAdi
244,38,utpAtaka
245,38,vaiyAsikasUtropanyAsa
246,39,kukkuTa
247,39,svarUpagata
248,39,duryodhanAvaraja
249,39,pathi
250,39,maGgalavAda
251,39,karabhI
252,39,zIrSahArya
253,39,rasikA
254,39,vedAntazAstrasaMkSiptaprakriyA
255,39,vyajana
256,40,gulucchakanda
257,40,vAsantI
258,41,paritrAtR
259,42,samudrasubhagA
260,42,veSTayitavya
261,42,ghRtaprayas
262,43,supathyA
263,43,vaidha
264,43,tirazcI
265,43,hAralatA
266,43,dakSiNAvacara
267,43,devIdAsa
268,44,avacUrN
269,44,zIghrayAyin
270,44,ghaTTA
271,44,grahAya
272,44,jAsaTa
273,44,vRthArtavA
274,44,kRSNapakSIya
275,44,saMkleza
276,44,ulUli
277,44,meghabhUti
278,44,anutan
279,45,saMgRhItR
280,45,vAksaMyama
281,45,sUryakAnti
282,45,pIthya
283,45,cicaliSu
284,45,sAmAnyalakSaNa
285,45,zAkadIkSA
286,45,pratyagrakSarat
287,45,Adhvarika
288,46,upasaMpAdana
289,46,kaNThAgata
290,46,mAMsabhakSaNa
291,46,tantrillaka
292,46,ghuNa
293,47,caGkrama
294,47,viprahANa
295,47,sAmAnyalakSaNa
296,47,cAphaTTaki
297,47,sAyavasa
298,48,pakSavAda
299,48,kudhAnya
300,48,devatejyA
301,48,vAtiga
302,48,samAsasaMgraha
303,49,vAtANDa
304,49,nakSatrabhuktaghaTIcakra
305,49,moharAtri
306,50,zRGgAbhihita
307,50,rAdheya
308,50,aGgasaMskriyA
309,50,rajanIya
310,50,saMzliSTa
311,50,rudrahAsa
312,50,citram
313,50,mRgaripu
314,50,uddhmAna
315,50,jIrNajvarahara
316,51,cakramImAMsA
317,51,kAsakanda
318,51,dhAv
319,52,pArAzarin
320,52,azrupUrNa
321,52,vaistArika
322,53,zUlodyatakara
323,53,anizceya
324,53,pracaNDamAdhava
325,53,ratnazAstra
326,53,abhrakasattva
327,53,tryambakamAhAtmya
328,53,pratibhAga
329,53,niravyaya
330,53,dviSTatva
331,54,apunardIyamAna
332,55,mAlavamaNDalAdhipati
333,55,sAdhudvitIya
334,55,durbodhapadabhaJjinI
335,55,devImAnasapUjAvidhi
336,55,chinnakeza
337,55,urucakra
338,55,rajatakUTa
339,56,atattvavid
340,56,padavi
341,56,vIrasthAyin
342,56,kaGkazatru
343,56,zikhAvRddhi
344,56,atyarh
345,56,aparAdhIna
346,57,mUlotpAtana
347,57,saMdaMzikA
348,57,karbela
349,58,AmiSadAna
350,59,mahApadmasalila
351,59,bhujagAhvaya
352,59,rAjaharSaNa
353,59,mAdravatIsuta
354,60,adyut
355,61,candrakula
356,61,bhuvapati
357,61,bhATaka
358,61,maJjiSThArAga
359,61,aSTottara
360,62,salIlahaMsagamanA
361,62,kiGkirAta
362,62,bhrUkSepajihma
363,62,mithyAvacana
364,62,pRthakkRta
365,62,vAstvya
366,63,hRtpuSkara
367,63,vidhizoNitIya
368,63,sAgama
369,64,purAkalpa
370,65,duHkhaduHkhatA
371,65,cirapuSpa
372,65,prasatta
373,65,saTi
374,65,sarvadevamukha
375,65,siMhapuSpI
376,65,bhUtagaNAdhipa
377,65,arUpaloka
378,65,puruSottamaprakAzakSetravidhi
379,65,sphaTikaskambha
380,65,krauzazatika
381,66,sarpiranna
382,66,sumUrti
383,66,aviduSTara
384,66,zatazAkha
385,67,guNakIrtana
386,67,zuddhodana
387,67,tapasyA
388,67,dhUrvA
389,67,vratagrahaNa
390,67,antyabha
391,67,anvaSTakA
392,68,pratispardhA
393,68,ramApati
394,68,abhiSecana
395,68,hetva
396,69,mahAlugipaddhati
397,69,vyAdhaka
398,69,gokhala
399,70,raTh
400,70,kAzyapIbhuj
401,71,pothakI
402,71,azmaka
403,72,anAgUrtin
404,72,parizobhita
405,72,viSkandha
406,72,sasavas
407,72,saMlaGgh
408,72,jIrti
409,72,pucchamUla
410,72,grAhakatva
411,72,vAtsa
412,72,apadaza
413,73,kAryabhAjana
414,73,zlaGg
415,73,Akramya
416,73,akUpAra
417,73,prAseva
418,74,zatatrayI
419,74,lavaMgapuSpa
420,74,Abhiplavika
421,74,madhurasA
422,74,nUtanapratiSThAprayoga
423,74,catuSpadA
424,74,zrIbhaTTa
425,74,nagarauSadhi
426,74,yatkiMcanakAritA
427,74,sacakita
428,75,addhAbodheya
429,75,bhiyas
430,75,svazcUDAmaNi
431,75,lokokti
432,75,dhaundhumAri
433,75,uttarasAdhaka
434,75,bhAvezaphala
435,75,ADhakIna
436,75,somacandra
437,75,avyatireka
438,75,jAGghika
439,76,kaya
440,76,rasAJjana
441,76,nAsikApAka
442,76,caru
443,76,uccairbhuja
444,76,sanAthIkR
445,76,saptajAni
446,76,lakSahomapaddhati
447,76,sunandA
448,77,kumbhya
449,77,lakSasvastikavratakalpa
450,77,vibhUtimAhAtmya
451,77,bIjAGkura
452,77,tatpANini
453,78,ilvakA
454,78,AbhiSeka
455,78,saMyAjya
456,78,garaghnI
457,79,sarvadAha
458,79,sakalajana
459,79,kumAlana
460,79,jalaruNDa
461,79,bhASyapratyayodbodha
462,79,ailabRda
463,79,trivarNa
464,80,vinayAditya
465,80,rohitagirIya
466,80,truTipattra
467,80,kumArabhRtyA
468,80,nArika
469,80,arNAcitrarathA
470,80,nAkin
471,80,saMtatimat
472,80,audabhRjji
473,80,narasiMha
474,81,paripRcchaka
475,81,sumAnasa
476,81,niHzeSa
477,81,sAmyAvasthA
478,81,Azava
479,81,AndhrI
480,81,zigruka
481,81,bhUchAya
482,81,zvetasiddha
483,81,upakRSNa
484,82,dAkSiNa
485,82,Andolaya
486,82,pratIcInaphala
487,82,navamallI
488,82,sRkAyin
489,82,vizvasanIyatva
490,82,ApAtin
491,82,jyotiSasaMgraha
492,82,dhustura
493,82,purATaGka
494,82,vimalagarbha
495,83,haruNa
496,83,bhinnatva
497,83,saMjughukSA
498,84,pUSaNvat
499,84,mRgendramukha
500,84,dazazlokI
501,84,laghusiddhAntakaumudI
502,84,azanI
503,84,apratimalla
504,84,kRtajJazIla
505,84,bANatUNIkRta
506,84,daivahata
507,85,mahApAraNika
508,86,vRjana
509,86,apibhAga
510,86,sadgraha
511,86,maJjula
512,86,kacchA
513,86,kharaTa
514,86,avahela
515,86,kSIrasphaTika
516,86,triSaMyukta
517,86,UrvazI
518,87,kSitikhaNDa
519,87,jhaNDUka
520,87,dezApekSA
521,87,pratiSThApam
522,88,vAsasajjA
523,88,drupAda
524,88,sAMtapanAyana
525,88,gavAmpati
526,88,kanakazRGgamaya
527,88,maJcaka
528,88,mahAsAhasikatA
529,88,rAjikAphala
530,88,kumudabAndhava
531,89,samAvap
532,89,sarvagraharUpin
533,89,baddhakadambaka
534,89,dAlbhyaghoSa
535,89,mahAsAhasika
536,89,anehas
537,89,pratisarabandhA
538,89,rohitavat
539,89,karNikAra
540,89,ativyathana
541,89,abhiprasAraNa
542,90,pariveza
543,90,ghAtitva
544,90,zUdrahan
545,90,kiMsAdhana
546,90,anAza
547,90,viparItavat
548,91,hiraNyastuti
549,91,dRSTAnta
550,91,kulagaurava
551,91,haripiNDA
552,91,ghaTTana
553,92,paramAtra
554,92,aravindadalaprabha
555,93,Rteyu
556,93,vandAra
557,93,dividhuvaka
558,93,pAdma
559,93,zaigrava
560,94,gharSaNIya
561,94,hanumadbhASya
562,94,anupadam
563,94,sUcana
564,94,AgamazaSkulI
565,95,dIrghapad
566,95,avidriya
567,95,vilakS
568,95,sumRta
569,95,upAvahR
570,95,ekajyotis
571,95,prajIvana
572,96,kulAbhimAna
573,96,pAzupatazAstra
574,96,dAzarathi
575,96,adrikIlA
576,96,sUci
577,96,bhayahAraka
578,96,niravyaya
579,97,vAyasavidyika
580,97,prAcyakaTha
581,98,naukarNadhAra
582,98,zrutimukharamukha
583,98,zmetra
584,98,surakAminI
585,98,sughoSaka
586,99,tati
587,99,kuntIbhoja
588,99,pramugdha
589,99,anuvyAkhyA
590,99,apaspaza
591,99,bANavRSTi
592,99,zakaTAya
593,99,mahendradevI
594,99,brahmanirUpaNa
595,100,gANapatyapUrvatApanIyopaniSad
596,100,zivatattvasudhAnidhi
597,100,kRtin
598,100,zAsana
599,100,sAMyuga
600,100,pArikSepika
