B1,B2,B3
1,1,pravAteja
2,1,pradhAnatama
3,1,audaJcana
4,1,pauNDra
5,1,sUrideva
6,1,utkRSTopAdhitA
7,2,kRtyAstra
8,2,nirhetutva
9,2,pizaGgarUpa
10,2,jalarUpa
11,2,karmabhUya
12,3,zivabhaktamAhAtmya
13,3,sapatnIduhitR
14,3,durmaryAda
15,4,tarkulAsaka
16,4,dhUmrajAnu
17,4,parIkSAkSama
18,4,parivIta
19,4,paJcagrahayogazAnti
20,5,calAtman
21,5,kAryAnta
22,5,ambuhasta
23,5,pAzupatayogaprakaraNa
24,5,anaupamya
25,5,stabakita
26,6,drAkSAmat
27,7,parivatsaka
28,7,prajaniSyamANA
29,7,vasukITa
30,7,zvabhakSa
31,7,pradAtavya
32,7,matsamatva
33,8,saMsaptakI
34,9,saMnAhya
35,9,kSatrapa
36,9,yathopajoSam
37,9,patanIya
38,10,jJAnasaMtati
39,10,danusambhava
40,10,arantos
41,11,kAlIkR
42,11,tanUtala
43,12,gantva
44,13,prayAgavana
45,13,knUta
46,13,nandadAsa
47,13,parimArgya
48,13,mahArudranyAsapaddhati
49,13,harivRkSa
50,14,vaimAtreya
51,14,mANDUkyopaniSaddIpikA
52,14,saMkSepazArIrakaphalalakSaNa
53,14,niSAda
54,14,mahAbhijana
55,15,padavAkyaratnAkara
56,15,rahasyabhedana
57,15,SoDazadala
58,15,kvaha
59,15,udArArtha
60,15,pANDumRttika
61,16,mUtragranthi
62,16,abhigara
63,16,yUthaka
64,16,hArabhUSika
65,16,pelaka
66,17,gRdhrapattrA
67,18,ziras
68,18,Abhiyogika
69,18,zleSmadhAtu
70,18,varATI
71,19,toyacara
72,19,AvirRjIka
73,19,sAhasikya
74,19,pravaNavidheyIbhU
75,19,girijApati
76,20,bhrAtRpatnI
77,20,mASamantha
78,21,tAvac
79,21,naktaMjAta
80,21,dAgavyAyani
81,21,vyavacchedaka
82,21,kAcchapa
83,21,saudhotaki
84,22,uttathya
85,22,viSahA
86,22,AmikSIya
87,22,stabdharomakUpatA
88,22,devalekhA
89,22,karkoTavApI
90,23,uccair
91,23,arthya
92,23,ahRdaya
93,23,ugrakANDa
94,23,pravilApana
95,24,Tha
96,24,viziSTavaiziSTyabodha
97,24,indrabhAjana
98,24,trAsana
99,24,rAmajit
100,24,duravekSita
101,25,nATyapriya
102,25,galecopaka
103,25,nirupaplava
104,26,pradIpana
105,26,prapyAyana
106,27,tirobhU
107,27,vIrabhadravijRmbhaNa
108,27,rasasAra
109,27,AcitAdi
110,28,bhadrayava
111,28,avilaGghana
112,29,mArjAragandhA
113,29,cittaprasAdana
114,29,dRDharatha
115,30,vratAdAnIya
116,30,horAmakarandoharaNa
117,31,rAjasthAnIya
118,31,sakhIkadambaka
119,31,zRGgAradIpikA
120,31,siddhalakSmI
121,31,sAraGgalocanA
122,31,vrIhikAJcana
123,32,suvarNanakulI
124,32,bAlizamati
125,32,yogakanyA
126,32,kANDakIlaka
127,33,anubandh
128,33,ilAMda
129,33,upacArapada
130,33,anupagItam
131,33,nirahaMkriya
132,34,vitRd
133,34,zuddhabadha
134,34,anakSika
135,34,liSTa
136,35,tvakpuSpI
137,35,parNamAcAla
138,36,udakArNava
139,37,vaktrazodhana
140,37,lavaNAsura
141,37,janduraka
142,37,bAlakAvya
143,37,pratimitra
144,38,nimiSa
145,38,muhUrtaratnAkara
146,39,nanda
147,39,okaja
148,39,asunva
149,40,ciGgaTa
150,41,pAdAbhivandana
151,41,durAdhAra
152,41,prazranthana
153,41,pUtipuSpikA
154,42,goSThAdhyakSa
155,42,agninetra
156,42,tvagbhedaka
157,43,AmnAyapara
158,43,gozrIta
159,43,ratida
160,43,svAtikarNa
161,43,gAGgerukI
162,44,mUrvAvana
163,44,zukragRha
164,44,vRthodaka
165,44,zaMkarajaya
166,44,akRSTapacya
167,44,jJAnapAvana
168,45,zatalumpa
169,45,kizora
170,46,pramaGgana
171,47,nirmanthadAru
172,47,khaTvakA
173,47,viSkambhavat
174,48,dhanuHzata
175,48,vibandhahRt
176,48,kusumavicitrA
177,48,kuprAvaraNa
178,48,pranud
179,49,smitapUrvam
180,49,tAlIzaka
181,49,siJcana
182,49,ativyAdhin
183,49,koNavAdin
184,49,DAlacandra
185,50,prekSya
186,51,valaga
187,51,zokonmathitacittAtman
188,51,sarvagambhIra
189,52,priyacikIrSu
190,52,vRSotsargaprayoga
191,52,dhruvazIla
192,52,ullI
193,52,dyAvApRthivIvat
194,53,ghaTakAra
195,54,ayutasiddhi
196,54,adRpyat
197,55,UrNA
198,55,dAruNaka
199,55,krIDAbiDAlikA
200,55,saMnimagna
201,56,parIkSaNIyatva
202,56,yavasAnnodakendhana
203,56,abhiSektR
204,56,nipur
205,57,pUrvopakArin
206,57,ghATaka
207,58,ullU
208,58,vedamuNDa
209,58,sAvitreya
210,58,kikin
211,58,mayUrapattrin
212,58,dRganta
213,59,vittamaya
214,59,jalayAtrA
215,59,ulkApAta
216,59,lAvaNaka
217,60,nirvANin
218,60,zraya
219,60,kRtadhvaMsa
220,60,mahimagha
221,61,apradhAnatA
222,61,bhambha
223,61,gaDvAdi
224,62,nivivRtsat
225,62,sRgAlaghaNTI
226,62,sahasramUti
227,62,pArSNiprahAra
228,62,nirveda
229,62,jAmbeya
230,63,somanAthamahApAtra
231,64,brahmavihAra
232,64,paTTin
233,65,zvaphalka
234,66,kAlIhRdaya
235,66,samupAbhicchAda
236,66,brU
237,67,devarUpA
238,67,turIyakavaca
239,67,nirvApayitR
240,67,candrAvartA
241,67,abhinivezin
242,68,samarapuMgava
243,68,nirdayadantadaMza
244,69,bhedAbhedavAdin
245,69,pauNDhra
246,69,lokajyeSTha
247,70,satati
248,71,prasajyapratiSedha
249,71,paramAnandatantra
250,71,prAyazcittIyatA
251,71,anugAdin
252,72,utpalAkSI
253,73,caulazrIpatitIrtha
254,73,lokasAkSikam
255,73,zavasparza
256,73,antama
257,73,saTA
258,74,nAgAkhya
259,75,putraka
260,75,sadRka
261,75,sukRt
262,75,hilamocI
263,75,bharchu
264,75,sipila
265,76,khasabIja
266,77,vArdara
267,77,pratibAdhin
268,77,satyAgni
269,77,veditva
270,77,sabrahmacArika
271,77,muktadhvani
272,78,bhAgadheya
273,79,nirNam
274,79,raghuvaMzasaMkSepa
275,79,caturyuj
276,79,nirvizeSavat
277,80,upanam
278,80,klath
279,80,zvetakola
280,81,zakunda
281,81,nandanandanI
282,81,ghasi
283,82,padmottarAtmaja
284,82,vedAntAcAryacaritra
285,82,phalakozaka
286,82,prazastapAda
287,82,pUy
288,82,azmarIghna
289,83,mitrahU
290,83,nAgamauJjin
291,83,parasva
292,84,dvitIyasvalakSaNadIdhitiTIkA
293,84,bakulAvalikA
294,84,sarvarakSaNakavaca
295,85,apazabdita
296,85,divicara
297,85,AjAyana
298,85,raGgita
299,86,kauSmANDika
300,86,samAvat
301,86,narmavatI
302,86,zAThya
303,86,aGgas
304,87,devR
305,87,ziraHstha
306,87,khiT
307,87,kSobhiNI
308,87,jalavAlaka
309,88,loSTabhaJjana
310,89,viMzadbAhu
311,89,varatanu
312,89,dazanabIja
313,89,AkhyAtR
314,89,naSTasaMjJa
315,90,laGghanIyatA
316,90,sudarzananRsiMhArAdhana
317,91,sasamidgaNa
318,92,iSTakaikazatavidha
319,92,sattvabhArata
